,word,ort,pho,wf,img
1031,crowed,_crowed___,_krod_____,19.0,4.194245614035087
1032,crown,_crown____,_krWn_____,621.0,6.2
1033,crowns,_crowns___,_krWnz____,29.0,4.194245614035087
1034,crows,_crows____,_kroz_____,41.0,4.194245614035087
1035,crude,_cru_de___,_krud_____,3462.0,2.5
1036,cruel,_cruel____,_krul_____,188.0,4.194245614035087
1037,cruise,_cruise___,_kruz_____,807.0,5.6
1038,cruised,_cruised__,_kruzd____,15.0,4.194245614035087
1039,crumb,_cru_mb___,_kr^m_____,9.0,6.2
1040,crumbs,_cru_mbs__,_kr^mz____,16.0,4.194245614035087
1041,crunch,_cru_nch__,_kr^nC____,317.0,4.1
1042,crush,_cru_sh___,_kr^S_____,183.0,4.7
1043,crushed,_cru_shed_,_kr^St____,205.0,4.194245614035087
1044,crust,_cru_st___,_kr^st____,40.0,5.8
1045,crusts,_cru_sts__,_kr^sts___,6.0,4.194245614035087
1046,crutch,_cru_tch__,_kr^tC____,13.0,5.8
1047,crux,_cru_x____,_kr^ks____,39.0,4.194245614035087
1048,cry,_cry______,_krA______,472.0,5.3
1049,crypt,_cry_pt___,_krIpt____,8.0,5.0
1050,crypts,_cry_pts__,_krIpts___,1.0,4.194245614035087
1051,cub,__cu_b____,__k^b_____,40.0,5.8
1052,cube,__cu_be___,__kYb_____,26.0,6.1
1053,cubes,__cu_bes__,__kYbz____,20.0,4.194245614035087
1054,cubs,__cu_bs___,__k^bz____,123.0,4.194245614035087
1055,cud,__cu_d____,__k^d_____,1.0,2.8
1056,cuds,__cu_ds___,__k^dz____,0.0,4.194245614035087
1057,cue,__cue_____,__kY______,129.0,3.3
1058,cues,__cues____,__kYz_____,57.0,4.194245614035087
1059,cuff,__cu_ff___,__k^f_____,45.0,5.4
1060,cuffs,__cu_ffs__,__k^fs____,12.0,4.194245614035087
1061,cull,__cu_ll___,__k^l_____,25.0,4.194245614035087
1062,cult,__cu_lt___,__k^lt____,165.0,4.8
1063,cults,__cu_lts__,__k^lts___,21.0,4.194245614035087
1064,cunt,__cu_nt___,__k^nt____,0.0,4.194245614035087
1065,cup,__cu_p____,__k^p_____,450.0,6.7
1066,cups,__cu_ps___,__k^ps____,100.0,4.194245614035087
1067,cur,__cu_r____,__k^r_____,0.0,4.194245614035087
1068,curb,__cu_rb___,__k^rb____,940.0,5.8
1069,curbs,__cu_rbs__,__k^rbz___,400.0,4.194245614035087
1070,curd,__cu_rd___,__k^rd____,18.0,3.3
1071,curds,__cu_rds__,__k^rdz___,0.0,4.194245614035087
1072,cure,__cu_re___,__kYr_____,530.0,3.2
1073,cured,__cu_red__,__kYrd____,88.0,4.194245614035087
1074,cures,__cu_res__,__kYrz____,58.0,4.194245614035087
1075,curl,__cu_rl___,__k^rl____,29.0,5.1
1076,curled,__cu_rled_,__k^rld___,18.0,4.194245614035087
1077,curls,__cu_rls__,__k^rlz___,29.0,4.194245614035087
1078,curs,__cu_rs___,__k^rz____,0.0,4.194245614035087
1079,curse,__cu_rse__,__k^rs____,68.0,3.4
1080,cursed,__cu_rsed_,__k^rst___,27.0,4.194245614035087
1081,curt,__cu_rt___,__k^rt____,66.0,2.4
1082,curve,__cu_rve__,__k^rv____,342.0,4.4
1083,curves,__cu_rves_,__k^rvz___,35.0,4.194245614035087
1084,cusp,__cu_sp___,__k^sp____,1.0,1.8
1085,cusps,__cu_sps__,__k^sps___,0.0,4.194245614035087
1086,cuss,__cu_ss___,__k^s_____,4.0,4.194245614035087
1087,cut,__cu_t____,__k^t_____,12302.0,5.1
1088,cute,__cu_te___,__kYt_____,153.0,4.4
1089,cuts,__cu_ts___,__k^ts____,5197.0,4.194245614035087
1090,cyst,__cy_st___,__sIst____,7.0,3.0
1091,cysts,__cy_sts__,__sIsts___,3.0,4.194245614035087
1092,czar,_cza_r____,__zar_____,150.0,3.2
1093,czars,_cza_rs___,__zarz____,29.0,4.194245614035087
1094,dab,__da_b____,__d@b_____,13.0,3.1
1095,dabbed,__da_bbed_,__d@bd____,1.0,4.194245614035087
1096,dabs,__da_bs___,__d@bz____,5.0,4.194245614035087
1097,dad,__da_d____,__d@d_____,227.0,6.7
1098,dads,__da_ds___,__d@dz____,30.0,4.194245614035087
1099,daft,__da_ft___,__d@ft____,8.0,1.8
1100,dale,__da_le___,__del_____,318.0,3.2
1101,dales,__da_les__,__delz____,5.0,4.194245614035087
1102,dam,__da_m____,__d@m_____,272.0,5.3
1103,dame,__da_me___,__dem_____,93.0,3.5
1104,dames,__da_mes__,__demz____,15.0,4.194245614035087
1105,damn,__da_mn___,__d@m_____,214.0,3.2
1106,damned,__da_mned_,__d@md____,95.0,4.194245614035087
1107,damns,__da_mns__,__d@mz____,6.0,4.194245614035087
1108,damp,__da_mp___,__d@mp____,296.0,4.2
1109,dams,__da_ms___,__d@mz____,123.0,4.194245614035087
1110,dance,__da_nce__,__d@ns____,875.0,5.6
1111,dane,__da_ne___,__den_____,35.0,4.194245614035087
1112,danes,__da_nes__,__denz____,34.0,4.194245614035087
1113,dang,__da_ng___,__d@ng____,8.0,4.194245614035087
1114,dank,__da_nk___,__d@nk____,18.0,2.2
1115,dare,__da_re___,__dEr_____,181.0,2.5
1116,dared,__da_red__,__dErd____,99.0,4.194245614035087
1117,dares,__da_res__,__dErz____,37.0,4.194245614035087
1118,dark,__da_rk___,__dark____,1039.0,4.6
1119,darn,__da_rn___,__darn____,62.0,2.0
1120,darned,__da_rned_,__darnd___,16.0,4.194245614035087
1121,darns,__da_rns__,__darnz___,0.0,4.194245614035087
1122,dart,__da_rt___,__dart____,727.0,6.1
1123,darts,__da_rts__,__darts___,80.0,4.194245614035087
1124,dash,__da_sh___,__d@S_____,169.0,3.8
1125,dashed,__da_shed_,__d@St____,132.0,4.194245614035087
1126,date,__da_te___,__det_____,4683.0,4.8
1127,dates,__da_tes__,__dets____,815.0,4.194245614035087
1128,daub,__daub____,__dab_____,11.0,4.194245614035087
1129,daunt,__daunt___,__dant____,7.0,2.3
1130,daunts,__daunts__,__dants___,0.0,4.194245614035087
1131,dawn,__dawn____,__dan_____,286.0,5.3
1132,dawns,__dawns___,__danz____,12.0,4.194245614035087
1133,day,__day_____,__de______,23907.0,4.8
1134,days,__days____,__dez_____,18406.0,4.0
1135,daze,__da_ze___,__dez_____,15.0,3.1
1136,dazed,__da_zed__,__dezd____,30.0,4.194245614035087
1137,dead,__dead____,__dEd_____,1844.0,5.3
1138,deaf,__deaf____,__dEf_____,130.0,3.3
1139,deal,__deal____,__dil_____,7957.0,3.0
1140,deals,__deals___,__dilz____,2338.0,4.194245614035087
1141,dealt,__dealt___,__dElt____,632.0,2.8
1142,dean,__dean____,__din_____,2285.0,4.6
1143,deans,__deans___,__dinz____,25.0,4.194245614035087
1144,dear,__dear____,__dir_____,245.0,3.6
1145,dearth,__dearth__,__d^rT____,163.0,1.4
1146,dearths,__dearths_,__d^rTs___,0.0,4.194245614035087
1147,death,__death___,__dET_____,3871.0,4.7
1148,deaths,__deaths__,__dETs____,886.0,4.194245614035087
1149,deb,__de_b____,__dEb_____,23.0,4.194245614035087
1150,debs,__de_bs___,__dEbz____,7.0,4.194245614035087
1151,debt,__de_bt___,__dEt_____,28923.0,4.0
1152,debts,__de_bts__,__dEts____,1307.0,4.194245614035087
1153,deck,__de_ck___,__dEk_____,268.0,6.4
1154,decks,__de_cks__,__dEks____,67.0,4.194245614035087
1155,deed,__deed____,__did_____,99.0,3.4
1156,deeds,__deeds___,__didz____,108.0,4.194245614035087
1157,deem,__deem____,__dim_____,70.0,1.8
1158,deemed,__deemed__,__dimd____,510.0,4.194245614035087
1159,deems,__deems___,__dimz____,79.0,4.194245614035087
1160,deep,__deep____,__dip_____,2169.0,4.3
1161,deer,__deer____,__dir_____,189.0,6.7
1162,deft,__de_ft___,__dEft____,61.0,4.194245614035087
1163,deign,__deign___,__den_____,4.0,4.194245614035087
1164,deigned,__deigned_,__dend____,3.0,4.194245614035087
1165,deigns,__deigns__,__denz____,0.0,4.194245614035087
1166,dell,__de_ll___,__dEl_____,132.0,3.5
1167,dells,__de_lls__,__dElz____,0.0,4.194245614035087
1168,delve,__de_lve__,__dElv____,46.0,4.194245614035087
1169,den,__de_n____,__dEn_____,76.0,5.4
1170,dens,__de_ns___,__dEnz____,14.0,4.194245614035087
1171,dense,__de_nse__,__dEns____,100.0,3.0
1172,dent,__de_nt___,__dEnt____,160.0,5.3
1173,dents,__de_nts__,__dEnts___,16.0,4.194245614035087
1174,depth,__de_pth__,__dEpT____,487.0,3.5
1175,depths,__de_pths_,__dEpTs___,153.0,4.194245614035087
1176,desk,__de_sk___,__dEsk____,975.0,6.4
1177,desks,__de_sks__,__dEsks___,223.0,4.194245614035087
1178,dew,__dew_____,__du______,23.0,5.7
1179,dews,__dews____,__duz_____,0.0,4.194245614035087
1180,dial,__dial____,__dAl_____,418.0,4.194245614035087
1181,dialed,__dialed__,__dAld____,44.0,4.194245614035087
1182,dials,__dials___,__dAlz____,35.0,4.194245614035087
1183,dick,__di_ck___,__dIk_____,562.0,4.194245614035087
1184,dicks,__di_cks__,__dIks____,7.0,4.194245614035087
1185,did,__di_d____,__dId_____,12250.0,1.9
1186,die,__die_____,__dA______,1047.0,4.4
1187,died,__died____,__dAd_____,2518.0,4.194245614035087
1188,dies,__dies____,__dAz_____,283.0,4.194245614035087
1189,dig,__di_g____,__dIg_____,160.0,5.4
1190,digs,__di_gs___,__dIgz____,40.0,4.194245614035087
1191,dike,__di_ke___,__dAk_____,26.0,4.0
1192,dikes,__di_kes__,__dAks____,8.0,4.194245614035087
1193,dill,__di_ll___,__dIl_____,28.0,4.3
1194,dills,__di_lls__,__dIlz____,1.0,4.194245614035087
1195,dim,__di_m____,__dIm_____,189.0,3.8
1196,dime,__di_me___,__dAm_____,209.0,6.8
1197,dimes,__di_mes__,__dAmz____,34.0,4.194245614035087
1198,din,__di_n____,__dIn_____,48.0,2.7
1199,dine,__di_ne___,__dAn_____,60.0,3.5
1200,dined,__di_ned__,__dAnd____,44.0,4.194245614035087
1201,dines,__di_nes__,__dAnz____,23.0,4.194245614035087
1202,dint,__di_nt___,__dInt____,14.0,4.194245614035087
1203,dip,__di_p____,__dIp_____,230.0,4.3
1204,dipped,__di_pped_,__dIpt____,406.0,4.194245614035087
1205,dips,__di_ps___,__dIps____,48.0,4.194245614035087
1206,dire,__di_re___,__dAr_____,199.0,1.9
1207,dirge,__di_rge__,__d^rJ____,8.0,1.7
1208,dirt,__di_rt___,__d^rt____,315.0,6.2
1209,disc,__di_sc___,__dIsk____,98.0,4.194245614035087
1210,discs,__di_scs__,__dIsks___,34.0,4.194245614035087
1211,dish,__di_sh___,__dIS_____,179.0,6.2
1212,disk,__di_sk___,__dIsk____,1371.0,4.194245614035087
1213,disks,__di_sks__,__dIsks___,576.0,4.194245614035087
1214,ditch,__di_tch__,__dItC____,150.0,5.9
1215,dive,__di_ve___,__dAv_____,205.0,4.6
1216,dives,__di_ves__,__dAvz____,32.0,4.194245614035087
1217,do,__do______,__du______,27937.0,1.7
1218,doc,__do_c____,__dak_____,67.0,4.194245614035087
1219,dock,__do_ck___,__dak_____,174.0,6.1
1220,docks,__do_cks__,__daks____,61.0,4.194245614035087
1221,dodge,__do_dge__,__daJ_____,709.0,4.9
1222,dodged,__do_dged_,__daJd____,18.0,4.194245614035087
1223,doe,__doe_____,__do______,140.0,5.8
1224,does,__does____,__d^z_____,8595.0,1.6
1225,doff,__do_ff___,__daf_____,1.0,4.194245614035087
1226,dog,__do_g____,__dag_____,1006.0,6.9
1227,dogs,__do_gs___,__dagz____,540.0,4.194245614035087
1228,doll,__do_ll___,__dal_____,180.0,6.4
1229,dolls,__do_lls__,__dalz____,166.0,4.194245614035087
1230,dolt,__do_lt___,__dolt____,6.0,1.8
1231,dome,__do_me___,__dom_____,1090.0,4.8
1232,domes,__do_mes__,__domz____,22.0,4.194245614035087
1233,don,__do_n____,__dan_____,881.0,2.4
1234,done,__do_ne___,__d^n_____,6760.0,2.3
1235,donned,__do_nned_,__dand____,30.0,4.194245614035087
1236,dons,__do_ns___,__danz____,28.0,4.194245614035087
1237,doom,__doom____,__dum_____,177.0,3.4
1238,doomed,__doomed__,__dumd____,225.0,4.194245614035087
1239,dooms,__dooms___,__dumz____,14.0,4.194245614035087
1240,door,__door____,__dor_____,2369.0,4.194245614035087
1241,doors,__doors___,__dorz____,840.0,4.194245614035087
1242,dope,__do_pe___,__dop_____,83.0,4.9
1243,dopes,__do_pes__,__dops____,2.0,4.194245614035087
1244,dork,__do_rk___,__dork____,0.0,4.194245614035087
1245,dorks,__do_rks__,__dorks___,3.0,4.194245614035087
1246,dorm,__do_rm___,__dorm____,34.0,6.0
1247,dorms,__do_rms__,__dormz___,10.0,4.194245614035087
1248,dose,__do_se___,__dos_____,388.0,3.3
1249,dot,__do_t____,__dat_____,210.0,6.3
1250,dote,__do_te___,__dot_____,3.0,2.0
1251,dots,__do_ts___,__dats____,48.0,4.194245614035087
1252,dove,__do_ve___,__dov_____,85.0,6.5
1253,doves,__do_ves__,__d^vz____,43.0,4.194245614035087
1254,doubt,__doubt___,__dWt_____,2665.0,2.5
1255,doubts,__doubts__,__dWts____,1174.0,4.194245614035087
1256,dough,__dough___,__do______,75.0,5.9
1257,doughs,__doughs__,__doz_____,0.0,4.194245614035087
1258,dour,__dour____,__dWr_____,40.0,1.5
1259,douse,__douse___,__dWs_____,18.0,2.6
1260,doused,__doused__,__dWst____,29.0,4.194245614035087
1261,down,__down____,__dWn_____,35335.0,4.0
1262,doze,__do_ze___,__doz_____,4.0,4.1
1263,dozed,__do_zed__,__dozd____,8.0,4.194245614035087
1264,drab,_dra_b____,_dr@b_____,70.0,2.7
1265,draft,_dra_ft___,_dr@ft____,1330.0,4.0
1266,drafts,_dra_fts__,_dr@fts___,109.0,4.194245614035087
1267,drag,_dra_g____,_dr@g_____,534.0,4.5
1268,dragged,_dra_gged_,_dr@gd____,362.0,4.194245614035087
1269,drags,_dra_gs___,_dr@gz____,70.0,4.194245614035087
1270,drain,_drain____,_dren_____,451.0,5.5
1271,drained,_drained__,_drend____,147.0,4.194245614035087
1272,drains,_drains___,_drenz____,44.0,4.194245614035087
1273,drank,_dra_nk___,_dr@nk____,75.0,4.6
1274,drape,_dra_pe___,_drep_____,12.0,4.7
1275,draped,_dra_ped__,_drept____,47.0,4.194245614035087
1276,drapes,_dra_pes__,_dreps____,31.0,4.194245614035087
1277,draught,_draught__,_dr@ft____,2.0,2.4
1278,draughts,_draughts_,_dr@fts___,1.0,4.194245614035087
1279,draw,_draw_____,_dra______,1538.0,5.0
1280,drawl,_drawl____,_dral_____,24.0,2.8
1281,drawled,_drawled__,_drald____,4.0,4.194245614035087
1282,drawls,_drawls___,_dralz____,9.0,4.194245614035087
1283,draws,_draws____,_draz_____,422.0,4.194245614035087
1284,dread,_dread____,_drEd_____,72.0,2.7
1285,dreads,_dreads___,_drEdz____,4.0,4.194245614035087
1286,dream,_dream____,_drim_____,949.0,4.9
1287,dreams,_dreams___,_drimz____,360.0,4.194245614035087
1288,dredge,_dre_dge__,_drEJ_____,23.0,2.6
1289,drench,_dre_nch__,_drEnC____,1.0,4.2
1290,drenched,_dre_nched,_drEnCt___,30.0,4.194245614035087
1291,dress,_dre_ss___,_drEs_____,555.0,6.0
1292,dressed,_dre_ssed_,_drEst____,445.0,4.194245614035087
1293,drew,_drew_____,_dru______,1323.0,3.9
1294,dried,_dried____,_drAd_____,303.0,4.194245614035087
1295,dries,_dries____,_drAz_____,40.0,4.194245614035087
1296,drift,_dri_ft___,_drIft____,305.0,3.5
1297,drifts,_dri_fts__,_drIfts___,32.0,4.194245614035087
1298,drill,_dri_ll___,_drIl_____,295.0,6.0
1299,drilled,_dri_lled_,_drIld____,181.0,4.194245614035087
1300,drills,_dri_lls__,_drIlz____,69.0,4.194245614035087
1301,drink,_dri_nk___,_drInk____,1297.0,5.7
1302,drinks,_dri_nks__,_drInks___,623.0,4.194245614035087
1303,drip,_dri_p____,_drIp_____,34.0,4.9
1304,dripped,_dri_pped_,_drIpt____,5.0,4.194245614035087
1305,drips,_dri_ps___,_drIps____,11.0,4.194245614035087
1306,drive,_dri_ve___,_drAv_____,3685.0,5.3
1307,drives,_dri_ves__,_drAvz____,863.0,4.194245614035087
1308,drone,_dro_ne___,_dron_____,31.0,3.1
1309,drones,_dro_nes__,_dronz____,45.0,4.194245614035087
1310,drool,_drool____,_drul_____,2.0,5.0
1311,droop,_droop____,_drup_____,4.0,3.6
1312,drooped,_drooped__,_drupt____,2.0,4.194245614035087
1313,droops,_droops___,_drups____,3.0,4.194245614035087
1314,drop,_dro_p____,_drap_____,9127.0,4.3
1315,dropped,_dro_pped_,_drapt____,7642.0,4.194245614035087
1316,drops,_dro_ps___,_draps____,675.0,4.194245614035087
1317,dross,_dro_ss___,_dras_____,9.0,4.194245614035087
1318,drought,_drought__,_drWt_____,1548.0,3.8
1319,droughts,_droughts_,_drWts____,41.0,4.194245614035087
1320,drove,_dro_ve___,_drov_____,803.0,4.4
1321,drown,_drown____,_drWn_____,34.0,4.7
1322,drowned,_drowned__,_drWnd____,76.0,4.194245614035087
1323,drowns,_drowns___,_drWnz____,6.0,4.194245614035087
1324,drug,_dru_g____,_dr^g_____,12955.0,5.6
1325,drugs,_dru_gs___,_dr^gz____,4039.0,4.194245614035087
1326,drum,_dru_m____,_dr^m_____,209.0,6.4
1327,drums,_dru_ms___,_dr^mz____,127.0,4.194245614035087
1328,drunk,_dru_nk___,_dr^nk____,200.0,5.0
1329,dry,_dry______,_drA______,1240.0,3.8
1330,dub,__du_b____,__d^b_____,27.0,2.0
1331,dubbed,__du_bbed_,__d^bd____,405.0,4.194245614035087
1332,dubs,__du_bs___,__d^bz____,26.0,4.194245614035087
1333,duck,__du_ck___,__d^k_____,390.0,6.5
1334,ducked,__du_cked_,__d^kt____,33.0,4.194245614035087
1335,ducks,__du_cks__,__d^ks____,156.0,4.194245614035087
1336,duct,__du_ct___,__d^kt____,11.0,3.5
1337,ducts,__du_cts__,__d^kts___,21.0,4.194245614035087
1338,dud,__du_d____,__d^d_____,28.0,3.0
1339,dude,__du_de___,__dud_____,31.0,5.2
1340,dudes,__du_des__,__dudz____,8.0,4.194245614035087
1341,duds,__du_ds___,__d^dz____,21.0,4.194245614035087
1342,due,__due_____,__du______,11916.0,2.1
1343,duel,__duel____,__dul_____,49.0,4.194245614035087
1344,duels,__duels___,__dulz____,13.0,4.194245614035087
1345,dues,__dues____,__duz_____,208.0,4.194245614035087
1346,duff,__du_ff___,__d^f_____,125.0,4.194245614035087
1347,dug,__du_g____,__d^g_____,150.0,4.7
1348,duke,__du_ke___,__duk_____,477.0,4.6
1349,dukes,__du_kes__,__duks____,34.0,4.194245614035087
1350,dull,__du_ll___,__d^l_____,414.0,3.0
1351,dumb,__du_mb___,__d^m_____,224.0,3.5
1352,dump,__du_mp___,__d^mp____,446.0,4.7
1353,dumped,__du_mped_,__d^mpt___,401.0,4.194245614035087
1354,dumps,__du_mps__,__d^mps___,106.0,4.194245614035087
1355,dun,__du_n____,__d^n_____,476.0,4.194245614035087
1356,dunce,__du_nce__,__d^ns____,5.0,3.3
1357,dune,__du_ne___,__dun_____,18.0,4.5
1358,dunes,__du_nes__,__dunz____,81.0,4.194245614035087
1359,dung,__du_ng___,__d^ng____,20.0,3.7
1360,dungs,__du_ngs__,__d^ngz___,0.0,4.194245614035087
1361,dunk,__du_nk___,__d^nk____,53.0,4.9
1362,dunked,__du_nked_,__d^nkt___,15.0,4.194245614035087
1363,dunks,__du_nks__,__d^nks___,8.0,4.194245614035087
1364,duns,__du_ns___,__d^nz____,1.0,4.194245614035087
1365,dupe,__du_pe___,__dup_____,6.0,1.9
1366,duped,__du_ped__,__dupt____,38.0,4.194245614035087
1367,dupes,__du_pes__,__dups____,5.0,4.194245614035087
1368,dusk,__du_sk___,__d^sk____,70.0,5.2
1369,dusks,__du_sks__,__d^sks___,0.0,4.194245614035087
1370,dust,__du_st___,__d^st____,476.0,5.2
1371,dusts,__du_sts__,__d^sts___,9.0,4.194245614035087
1372,dutch,__du_tch__,__d^tC____,1866.0,4.194245614035087
1373,dwarf,_dwa_rf___,_dworf____,88.0,6.4
1374,dwarfed,_dwa_rfed_,_dworft___,82.0,4.194245614035087
1375,dwell,_dwe_ll___,_dwEl_____,78.0,3.1
1376,dwells,_dwe_lls__,_dwElz____,19.0,4.194245614035087
1377,dwelt,_dwe_lt___,_dwElt____,14.0,4.194245614035087
1378,dye,__dye_____,__dA______,90.0,5.2
1379,dyke,__dy_ke___,__dAk_____,31.0,4.194245614035087
1380,dykes,__dy_kes__,__dAks____,11.0,4.194245614035087
1381,each,___each___,___iC_____,24211.0,2.3
1382,ear,___ear____,___ir_____,290.0,6.8
1383,earl,___earl___,___^rl____,294.0,3.2
1384,earls,___earls__,___^rlz___,14.0,4.194245614035087
1385,earn,___earn___,___^rn____,1934.0,3.0
1386,earned,___earned_,___^rnd___,5107.0,4.194245614035087
1387,earns,___earns__,___^rnz___,300.0,4.194245614035087
1388,ears,___ears___,___irz____,247.0,4.194245614035087
1389,earth,___earth__,___^rT____,957.0,6.5
1390,ease,___ease___,___iz_____,1974.0,2.6
1391,east,___east___,___ist____,5959.0,4.2
1392,eat,___eat____,___it_____,933.0,4.8
1393,eats,___eats___,___its____,93.0,4.194245614035087
1394,eaves,___eaves__,___ivz____,13.0,4.194245614035087
1395,ebb,___e_bb___,___Eb_____,59.0,1.4
1396,ebbed,___e_bbed_,___Ebd____,36.0,4.194245614035087
1397,ebbs,___e_bbs__,___Ebz____,13.0,4.194245614035087
1398,edge,___e_dge__,___EJ_____,1565.0,5.1
1399,eel,___eel____,___il_____,16.0,6.3
1400,eels,___eels___,___ilz____,15.0,4.194245614035087
1401,egg,___e_gg___,___eg_____,453.0,4.194245614035087
1402,eggs,___e_ggs__,___egz____,480.0,4.194245614035087
1403,elf,___e_lf___,___Elf____,228.0,6.6
1404,elk,___e_lk___,___Elk____,129.0,6.0
1405,ell,___e_ll___,___El_____,0.0,4.194245614035087
1406,ells,___e_lls__,___Elz____,0.0,4.194245614035087
1407,elm,___e_lm___,___Elm____,65.0,5.8
1408,elms,___e_lms__,___Elmz___,11.0,4.194245614035087
1409,else,___e_lse__,___Els____,3379.0,1.7
1410,elves,___e_lves_,___Elvz___,6.0,6.5
1411,end,___e_nd___,___End____,21222.0,3.0
1412,ends,___e_nds__,___Endz___,1609.0,4.194245614035087
1413,ere,___e_re___,___Er_____,3.0,4.194245614035087
1414,erg,___e_rg___,___^rg____,15.0,4.194245614035087
1415,err,___e_rr___,___Er_____,63.0,4.194245614035087
1416,etch,___e_tch__,___EtC____,29.0,3.2
1417,etched,___e_tched,___EtCt___,56.0,4.194245614035087
1418,eve,___e_ve___,___iv_____,436.0,3.3
1419,eves,___e_ves__,___ivz____,0.0,4.194245614035087
1420,ewe,___ewe____,___Y______,3.0,3.9
1421,ewes,___ewes___,___Yz_____,3.0,4.194245614035087
1422,eye,___eye____,___A______,1757.0,6.7
1423,eyes,___eyes___,___Az_____,1307.0,4.194245614035087
1424,face,__fa_ce___,__fes_____,8824.0,6.4
1425,fact,__fa_ct___,__f@kt____,8831.0,2.6
1426,facts,__fa_cts__,__f@kts___,1279.0,4.194245614035087
1427,fad,__fa_d____,__f@d_____,134.0,2.8
1428,fade,__fa_de___,__fed_____,213.0,4.0
1429,fades,__fa_des__,__fedz____,64.0,4.194245614035087
1430,fads,__fa_ds___,__f@dz____,53.0,4.194245614035087
1431,fag,__fa_g____,__f@g_____,3.0,3.7
1432,fags,__fa_gs___,__f@gz____,0.0,4.194245614035087
1433,fail,__fail____,__fel_____,1332.0,3.1
1434,failed,__failed__,__feld____,6272.0,4.194245614035087
1435,fails,__fails___,__felz____,872.0,4.194245614035087
1436,faint,__faint___,__fent____,104.0,4.6
1437,fair,__fair____,__fEr_____,3029.0,3.8
1438,faith,__faith___,__feT_____,1147.0,3.5
1439,faiths,__faiths__,__feTs____,21.0,4.194245614035087
1440,fake,__fa_ke___,__fek_____,246.0,3.2
1441,fall,__fa_ll___,__fal_____,9925.0,4.8
1442,falls,__fa_lls__,__falz____,1366.0,4.194245614035087
1443,false,__fa_lse__,__fals____,1925.0,4.194245614035087
1444,fame,__fa_me___,__fem_____,371.0,3.5
1445,fan,__fa_n____,__f@n_____,470.0,6.0
1446,fang,__fa_ng___,__f@ng____,38.0,6.1
1447,fangs,__fa_ngs__,__f@ngz___,10.0,4.194245614035087
1448,fans,__fa_ns___,__f@nz____,860.0,4.194245614035087
1449,far,__fa_r____,__far_____,17233.0,3.5
1450,farce,__fa_rce__,__fars____,73.0,2.1
1451,fare,__fa_re___,__fEr_____,1462.0,2.5
1452,fares,__fa_res__,__fErz____,1592.0,4.194245614035087
1453,farm,__fa_rm___,__farm____,4912.0,6.2
1454,farms,__fa_rms__,__farmz___,730.0,4.194245614035087
1455,fart,__fa_rt___,__fart____,0.0,4.194245614035087
1456,fast,__fa_st___,__f@st____,4058.0,3.0
1457,fat,__fa_t____,__f@t_____,1127.0,5.8
1458,fate,__fa_te___,__fet_____,790.0,3.0
1459,fates,__fa_tes__,__fets____,30.0,4.194245614035087
1460,fault,__fault___,__falt____,556.0,2.1
1461,faults,__faults__,__falts___,105.0,4.194245614035087
1462,faun,__faun____,__fan_____,2.0,4.194245614035087
1463,fauns,__fauns___,__fanz____,0.0,4.194245614035087
1464,fawn,__fawn____,__fan_____,43.0,6.3
1465,fawned,__fawned__,__fand____,4.0,4.194245614035087
1466,fawns,__fawns___,__fanz____,0.0,4.194245614035087
1467,faze,__fa_ze___,__fez_____,23.0,2.4
1468,fazed,__fa_zed__,__fezd____,26.0,4.194245614035087
1469,fear,__fear____,__fir_____,4321.0,2.9
1470,fears,__fears___,__firz____,3193.0,4.194245614035087
1471,feast,__feast___,__fist____,93.0,5.5
1472,feasts,__feasts__,__fists___,13.0,4.194245614035087
1473,feat,__feat____,__fit_____,136.0,2.1
1474,feats,__feats___,__fits____,38.0,4.194245614035087
1475,fed,__fe_d____,__fEd_____,8405.0,3.4
1476,fee,__fee_____,__fi______,2802.0,3.7
1477,feed,__feed____,__fid_____,988.0,4.4
1478,feeds,__feeds___,__fidz____,117.0,4.194245614035087
1479,feel,__feel____,__fil_____,4605.0,2.9
1480,feels,__feels___,__filz____,978.0,4.194245614035087
1481,fees,__fees____,__fiz_____,4824.0,4.194245614035087
1482,feet,__feet____,__fit_____,2924.0,6.7
1483,feign,__feign___,__fen_____,9.0,2.2
1484,feigned,__feigned_,__fend____,7.0,4.194245614035087
1485,feigns,__feigns__,__fenz____,3.0,4.194245614035087
1486,feint,__feint___,__fent____,6.0,4.194245614035087
1487,feints,__feints__,__fents___,5.0,4.194245614035087
1488,fell,__fe_ll___,__fEl_____,21296.0,3.7
1489,felt,__fe_lt___,__fElt____,2729.0,3.1
1490,fence,__fe_nce__,__fEns____,262.0,6.6
1491,fern,__fe_rn___,__f^rn____,19.0,6.2
1492,ferns,__fe_rns__,__f^rnz___,14.0,4.194245614035087
1493,fetch,__fe_tch__,__fEtC____,434.0,4.0
1494,fetched,__fe_tched,__fEtCt___,135.0,4.194245614035087
1495,fete,__fe_te___,__fet_____,17.0,4.194245614035087
1496,fetes,__fe_tes__,__fets____,5.0,4.194245614035087
1497,feud,__feud____,__fYd_____,274.0,3.8
1498,feuds,__feuds___,__fYdz____,35.0,4.194245614035087
1499,few,__few_____,__fY______,17977.0,2.7
1500,fez,__fe_z____,__fEz_____,9.0,4.194245614035087
1501,fib,__fi_b____,__fIb_____,1.0,3.2
1502,fief,__fief____,__fif_____,3.0,4.194245614035087
1503,fiefs,__fiefs___,__fifs____,0.0,4.194245614035087
