,word,ort,pho,wf,cf,rcf,p
906,coops,__coops___,__kups____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
907,coos,__coos____,__kuz_____,13.0,13.0,3.605551275463989,3.367023795044163e-05
908,coot,__coot____,__kut_____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
909,coots,__coots___,__kuts____,4.0,4.0,2.0,1.8676887598060133e-05
910,cop,__co_p____,__kap_____,295.0,295.0,17.175564037317667,0.00016039303947913298
911,cope,__co_pe___,__kop_____,531.0,531.0,23.043437243605826,0.0002151898436358893
912,coped,__co_ped__,__kopt____,34.0,34.0,5.830951894845301,5.4452016564860716e-05
913,copes,__co_pes__,__kops____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
914,cops,__co_ps___,__kaps____,144.0,144.0,12.0,0.0001120613255883608
915,copse,__co_pse__,__kaps____,0.0,0.0,0.0,0.0
916,cord,__co_rd___,__kord____,66.0,66.0,8.12403840463596,7.586587606285481e-05
917,cords,__co_rds__,__kordz___,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
918,core,__co_re___,__kor_____,2077.0,2077.0,45.574115460423364,0.00042559131591767083
919,cores,__co_res__,__korz____,17.0,17.0,4.123105625617661,3.850339016229523e-05
920,cork,__co_rk___,__kork____,61.0,61.0,7.810249675906654,7.293557765484708e-05
921,corks,__co_rks__,__korks___,19.0,19.0,4.358898943540674,4.0705332809906117e-05
922,corn,__co_rn___,__korn____,2788.0,2788.0,52.80151512977634,0.0004930839815430521
923,corns,__co_rns__,__kornz___,3.0,3.0,1.7320508075688772,1.61746591235466e-05
924,corps,__co_rps__,__kor_____,553.0,553.0,23.515952032609693,0.00021960239643721246
925,corps,__co_rps__,__kor_____,553.0,553.0,23.515952032609693,0.00021960239643721246
926,corpse,__co_rpse_,__korps___,63.0,63.0,7.937253933193772,7.412159977376039e-05
927,cost,__co_st___,__kast____,17560.0,10000.0,100.0,0.0009338443799030066
928,costs,__co_sts__,__kasts___,15776.0,10000.0,100.0,0.0009338443799030066
929,cot,__co_t____,__kat_____,16.0,16.0,4.0,3.735377519612027e-05
930,cots,__co_ts___,__kats____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
931,couch,__couch___,__kWC_____,138.0,138.0,11.74734012447073,0.00010970187554046078
932,cough,__cough___,__kaf_____,126.0,126.0,11.224972160321824,0.00010482377166484247
933,coughed,__coughed_,__kaft____,25.0,25.0,5.0,4.669221899515033e-05
934,coughs,__coughs__,__kafs____,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
935,could,__could___,__kUd_____,50043.0,10000.0,100.0,0.0009338443799030066
936,count,__count___,__kWnt____,1752.0,1752.0,41.8568990729127,0.0003908782995940689
937,counts,__counts__,__kWnts___,1394.0,1394.0,37.33630940518894,0.0003486630270435546
938,coup,__coup____,__ku______,989.0,989.0,31.448370387032774,0.000293678839430387
939,coupe,__coupe___,__kup_____,152.0,152.0,12.328828005937952,0.00011513206744135949
940,coupes,__coupes__,__kups____,28.0,28.0,5.291502622129181,4.941439984917359e-05
941,coups,__coups___,__kuz_____,91.0,91.0,9.539392014169456,8.908307620123769e-05
942,course,__course__,__kors____,7072.0,7072.0,84.09518416651456,0.0007853181511080793
943,court,__court___,__kort____,28528.0,10000.0,100.0,0.0009338443799030066
944,courts,__courts__,__korts___,2830.0,2830.0,53.19774431308154,0.0004967841455028833
945,cove,__co_ve___,__kov_____,62.0,62.0,7.874007874011811,7.353098000457952e-05
946,coves,__co_ves__,__kovz____,6.0,6.0,2.449489742783178,2.287442229928132e-05
947,cow,__cow_____,__kW______,255.0,255.0,15.968719422671311,0.0001491229888710959
948,cowl,__cowl____,__kWl_____,1.0,1.0,1.0,9.338443799030067e-06
949,cowls,__cowls___,__kWlz____,0.0,0.0,0.0,0.0
950,cows,__cows____,__kWz_____,237.0,237.0,15.394804318340652,0.00014376351492388956
951,cox,__co_x____,__kaks____,560.0,560.0,23.664319132398465,0.000220987914260215
952,coy,__coy_____,__kO______,33.0,33.0,5.744562646538029,5.36452754247028e-05
953,crab,_cra_b____,_kr@b_____,49.0,49.0,7.0,6.536910659321046e-05
954,crabs,_cra_bs___,_kr@bz____,31.0,31.0,5.5677643628300215,5.19942545885306e-05
955,crack,_cra_ck___,_kr@k_____,785.0,785.0,28.0178514522438,0.00026164313115635166
956,cracked,_cra_cked_,_kr@kt____,162.0,162.0,12.727922061357855,0.00011885898484842524
957,cracks,_cra_cks__,_kr@ks____,262.0,262.0,16.186414056238647,0.0001511559179720149
958,craft,_cra_ft___,_kr@ft____,754.0,754.0,27.459060435491963,0.00025642489265101175
959,crafts,_cra_fts__,_kr@fts___,108.0,108.0,10.392304845413264,9.704795474127961e-05
960,cram,_cra_m____,_kr@m_____,62.0,62.0,7.874007874011811,7.353098000457952e-05
961,crammed,_cra_mmed_,_kr@md____,110.0,110.0,10.488088481701515,9.794242484562418e-05
962,cramp,_cra_mp___,_kr@mp____,6.0,6.0,2.449489742783178,2.287442229928132e-05
963,cramps,_cra_mps__,_kr@mps___,12.0,12.0,3.4641016151377544,3.23493182470932e-05
964,crams,_cra_ms___,_kr@mz____,9.0,9.0,3.0,2.80153313970902e-05
965,crane,_cra_ne___,_kren_____,336.0,336.0,18.33030277982336,0.00017117650232858505
966,cranes,_cra_nes__,_krenz____,69.0,69.0,8.306623862918075,7.757094010354248e-05
967,crank,_cra_nk___,_kr@nk____,57.0,57.0,7.54983443527075,7.05037045657578e-05
968,cranks,_cra_nks__,_kr@nks___,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
969,crap,_cra_p____,_kr@p_____,33.0,33.0,5.744562646538029,5.36452754247028e-05
970,craps,_cra_ps___,_kr@ps____,13.0,13.0,3.605551275463989,3.367023795044163e-05
971,crash,_cra_sh___,_kr@S_____,9838.0,9838.0,99.18669265581951,0.0009262493549780388
972,crashed,_cra_shed_,_kr@St____,562.0,562.0,23.706539182259394,0.00022138218382303354
973,crass,_cra_ss___,_kr@s_____,39.0,39.0,6.244997998398398,5.8318562833098697e-05
974,crate,_cra_te___,_kret_____,40.0,40.0,6.324555320336759,5.9061504412821423e-05
975,crates,_cra_tes__,_krets____,58.0,58.0,7.615773105863909,7.111946913527477e-05
976,crave,_cra_ve___,_krev_____,47.0,47.0,6.855654600401044,6.402114519140708e-05
977,craved,_cra_ved__,_krevd____,6.0,6.0,2.449489742783178,2.287442229928132e-05
978,craves,_cra_ves__,_krevz____,18.0,18.0,4.242640687119285,3.961966161614174e-05
979,crawl,_crawl____,_kral_____,102.0,102.0,10.099504938362077,9.431365926492087e-05
980,crawled,_crawled__,_krald____,28.0,28.0,5.291502622129181,4.941439984917359e-05
981,crawls,_crawls___,_kralz____,15.0,15.0,3.872983346207417,3.616763731313737e-05
982,craze,_cra_ze___,_krez_____,123.0,123.0,11.090536506409418,0.0001035683518661956
983,crazed,_cra_zed__,_krezd____,31.0,31.0,5.5677643628300215,5.19942545885306e-05
984,creak,_creak____,_krik_____,6.0,6.0,2.449489742783178,2.287442229928132e-05
985,creaked,_creaked__,_krikt____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
986,creaks,_creaks___,_kriks____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
987,cream,_cream____,_krim_____,688.0,688.0,26.229754097208,0.00024494508449915555
988,creams,_creams___,_krimz____,37.0,37.0,6.082762530298219,5.680353603203584e-05
989,crease,_crease___,_kris_____,4.0,4.0,2.0,1.8676887598060133e-05
990,creche,_cre_che__,_krES_____,4.0,4.0,2.0,1.8676887598060133e-05
991,creed,_creed____,_krid_____,54.0,54.0,7.3484692283495345,6.862326689784396e-05
992,creeds,_creeds___,_kridz____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
993,creek,_creek____,_krik_____,308.0,308.0,17.549928774784245,0.00016388902354030327
994,creeks,_creeks___,_kriks____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
995,creep,_creep____,_krip_____,95.0,95.0,9.746794344808963,9.101989120970258e-05
996,creeps,_creeps___,_krips____,25.0,25.0,5.0,4.669221899515033e-05
997,crept,_cre_pt___,_krEpt____,100.0,100.0,10.0,9.338443799030066e-05
998,cress,_cre_ss___,_krEs_____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
999,crest,_cre_st___,_krEst____,138.0,138.0,11.74734012447073,0.00010970187554046078
1000,crests,_cre_sts__,_krEsts___,4.0,4.0,2.0,1.8676887598060133e-05
1001,crew,_crew_____,_kru______,1038.0,1038.0,32.218007387174026,0.00030086605130186017
1002,crews,_crews____,_kruz_____,495.0,495.0,22.24859546128699,0.00020776725832258395
1003,crib,_cri_b____,_krIb_____,29.0,29.0,5.385164807134504,5.028905889994015e-05
1004,cribs,_cri_bs___,_krIbz____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
1005,crick,_cri_ck___,_krIk_____,23.0,23.0,4.795831523312719,4.4785603150072576e-05
1006,cried,_cried____,_krAd_____,115.0,115.0,10.723805294763608,0.000100143653056891
1007,cries,_cries____,_krAz_____,187.0,187.0,13.674794331177344,0.00012770129832499457
1008,crime,_cri_me___,_krAm_____,2061.0,2061.0,45.39823785126467,0.0004239488927490346
1009,crimes,_cri_mes__,_krAmz____,736.0,736.0,27.129319932501073,0.0002533456294955674
1010,crimp,_cri_mp___,_krImp____,79.0,79.0,8.888194417315589,8.300190404095442e-05
1011,cringe,_cri_nge__,_krInJ____,32.0,32.0,5.656854249492381,5.2826215488189e-05
1012,cringed,_cri_nged_,_krInJd___,9.0,9.0,3.0,2.80153313970902e-05
1013,crisp,_cri_sp___,_krIsp____,71.0,71.0,8.426149773176359,7.868712609901736e-05
1014,croak,_croak____,_krok_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
1015,croaks,_croaks___,_kroks____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
1016,crock,_cro_ck___,_krak_____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
1017,crocks,_cro_cks__,_kraks____,1.0,1.0,1.0,9.338443799030067e-06
1018,crone,_cro_ne___,_kron_____,8.0,8.0,2.8284271247461903,2.64131077440945e-05
1019,crones,_cro_nes__,_kronz____,1.0,1.0,1.0,9.338443799030067e-06
1020,crook,_crook____,_krUk_____,26.0,26.0,5.0990195135927845,4.7616907157843845e-05
1021,crooks,_crooks___,_krUks____,90.0,90.0,9.486832980505138,8.859225661923213e-05
1022,croon,_croon____,_krun_____,4.0,4.0,2.0,1.8676887598060133e-05
1023,crooned,_crooned__,_krund____,6.0,6.0,2.449489742783178,2.287442229928132e-05
1024,croons,_croons___,_krunz____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
1025,crop,_cro_p____,_krap_____,2065.0,2065.0,45.44227107000705,0.00042436009448755074
1026,crops,_cro_ps___,_kraps____,836.0,836.0,28.91366458960192,0.00027000863179400326
1027,cross,_cro_ss___,_kras_____,2107.0,2107.0,45.902069670114,0.0004286538978735222
1028,crossed,_cro_ssed_,_krast____,370.0,370.0,19.235384061671343,0.00017962855301267654
1029,crotch,_cro_tch__,_kratC____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
1030,crouch,_crouch___,_krWC_____,29.0,29.0,5.385164807134504,5.028905889994015e-05
1031,crouched,_crouched_,_krWCt____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
1032,crow,_crow_____,_kro______,204.0,204.0,14.2828568570857,0.00013337965604948602
1033,crowd,_crowd____,_krWd_____,1148.0,1148.0,33.88214869219483,0.0003164065413524415
1034,crowds,_crowds___,_krWdz____,328.0,328.0,18.110770276274835,0.00016912641038213677
1035,crowed,_crowed___,_krod_____,19.0,19.0,4.358898943540674,4.0705332809906117e-05
1036,crown,_crown____,_krWn_____,621.0,621.0,24.919871588754223,0.0002327128203106274
1037,crowns,_crowns___,_krWnz____,29.0,29.0,5.385164807134504,5.028905889994015e-05
1038,crows,_crows____,_kroz_____,41.0,41.0,6.4031242374328485,5.979521582947391e-05
1039,crude,_cru_de___,_krud_____,3462.0,3462.0,58.8387627334226,0.0005494624789905316
1040,cruel,_cruel____,_krul_____,188.0,188.0,13.711309200802088,0.00012804229038281415
1041,cruise,_cruise___,_kruz_____,807.0,807.0,28.407745422683583,0.00026528413408688425
1042,cruised,_cruised__,_kruzd____,15.0,15.0,3.872983346207417,3.616763731313737e-05
1043,crumb,_cru_mb___,_kr^m_____,9.0,9.0,3.0,2.80153313970902e-05
1044,crumbs,_cru_mbs__,_kr^mz____,16.0,16.0,4.0,3.735377519612027e-05
1045,crunch,_cru_nch__,_kr^nC____,317.0,317.0,17.804493814764857,0.00016626626485936004
1046,crush,_cru_sh___,_kr^S_____,183.0,183.0,13.527749258468683,0.00012632812617758044
1047,crushed,_cru_shed_,_kr^St____,205.0,205.0,14.317821063276353,0.00013370616732397513
1048,crust,_cru_st___,_kr^st____,40.0,40.0,6.324555320336759,5.9061504412821423e-05
1049,crusts,_cru_sts__,_kr^sts___,6.0,6.0,2.449489742783178,2.287442229928132e-05
1050,crutch,_cru_tch__,_kr^tC____,13.0,13.0,3.605551275463989,3.367023795044163e-05
1051,crux,_cru_x____,_kr^ks____,39.0,39.0,6.244997998398398,5.8318562833098697e-05
1052,cry,_cry______,_krA______,472.0,472.0,21.72556098240043,0.00020288293023654685
1053,crypt,_cry_pt___,_krIpt____,8.0,8.0,2.8284271247461903,2.64131077440945e-05
1054,crypts,_cry_pts__,_krIpts___,1.0,1.0,1.0,9.338443799030067e-06
1055,cub,__cu_b____,__k^b_____,40.0,40.0,6.324555320336759,5.9061504412821423e-05
1056,cube,__cu_be___,__kYb_____,26.0,26.0,5.0990195135927845,4.7616907157843845e-05
1057,cubes,__cu_bes__,__kYbz____,20.0,20.0,4.47213595499958,4.176279027738523e-05
1058,cubs,__cu_bs___,__k^bz____,123.0,123.0,11.090536506409418,0.0001035683518661956
1059,cud,__cu_d____,__k^d_____,1.0,1.0,1.0,9.338443799030067e-06
1060,cuds,__cu_ds___,__k^dz____,0.0,0.0,0.0,0.0
1061,cue,__cue_____,__kY______,129.0,129.0,11.357816691600547,0.00010606433285419731
1062,cues,__cues____,__kYz_____,57.0,57.0,7.54983443527075,7.05037045657578e-05
1063,cuff,__cu_ff___,__k^f_____,45.0,45.0,6.708203932499369,6.264418541607784e-05
1064,cuffs,__cu_ffs__,__k^fs____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
1065,cull,__cu_ll___,__k^l_____,25.0,25.0,5.0,4.669221899515033e-05
1066,cult,__cu_lt___,__k^lt____,165.0,165.0,12.84523257866513,0.00011995448252133437
1067,cults,__cu_lts__,__k^lts___,21.0,21.0,4.58257569495584,4.279412558214626e-05
1068,cunt,__cu_nt___,__k^nt____,0.0,0.0,0.0,0.0
1069,cup,__cu_p____,__k^p_____,450.0,450.0,21.213203435596427,0.00019809830808070874
1070,cups,__cu_ps___,__k^ps____,100.0,100.0,10.0,9.338443799030066e-05
1071,cur,__cu_r____,__k^r_____,0.0,0.0,0.0,0.0
1072,curb,__cu_rb___,__k^rb____,940.0,940.0,30.659419433511783,0.00028631126529074004
1073,curbs,__cu_rbs__,__k^rbz___,400.0,400.0,20.0,0.0001867688759806013
1074,curd,__cu_rd___,__k^rd____,18.0,18.0,4.242640687119285,3.961966161614174e-05
1075,curds,__cu_rds__,__k^rdz___,0.0,0.0,0.0,0.0
1076,cure,__cu_re___,__kYr_____,530.0,530.0,23.021728866442675,0.0002149871211757831
1077,cured,__cu_red__,__kYrd____,88.0,88.0,9.38083151964686,8.760236793439201e-05
1078,cures,__cu_res__,__kYrz____,58.0,58.0,7.615773105863909,7.111946913527477e-05
1079,curl,__cu_rl___,__k^rl____,29.0,29.0,5.385164807134504,5.028905889994015e-05
1080,curled,__cu_rled_,__k^rld___,18.0,18.0,4.242640687119285,3.961966161614174e-05
1081,curls,__cu_rls__,__k^rlz___,29.0,29.0,5.385164807134504,5.028905889994015e-05
1082,curs,__cu_rs___,__k^rz____,0.0,0.0,0.0,0.0
1083,curse,__cu_rse__,__k^rs____,68.0,68.0,8.246211251235321,7.700678032459045e-05
1084,cursed,__cu_rsed_,__k^rst___,27.0,27.0,5.196152422706632,4.852397737063981e-05
1085,curt,__cu_rt___,__k^rt____,66.0,66.0,8.12403840463596,7.586587606285481e-05
1086,curve,__cu_rve__,__k^rv____,342.0,342.0,18.49324200890693,0.00017269810116203924
1087,curves,__cu_rves_,__k^rvz___,35.0,35.0,5.916079783099616,5.524697856505375e-05
1088,cusp,__cu_sp___,__k^sp____,1.0,1.0,1.0,9.338443799030067e-06
1089,cusps,__cu_sps__,__k^sps___,0.0,0.0,0.0,0.0
1090,cuss,__cu_ss___,__k^s_____,4.0,4.0,2.0,1.8676887598060133e-05
1091,cut,__cu_t____,__k^t_____,12302.0,10000.0,100.0,0.0009338443799030066
1092,cut,__cu_t____,__k^t_____,12302.0,10000.0,100.0,0.0009338443799030066
1093,cute,__cu_te___,__kYt_____,153.0,153.0,12.36931687685298,0.00011551017048688566
1094,cuts,__cu_ts___,__k^ts____,5197.0,5197.0,72.09022125087424,0.0006732104796109321
1095,cyst,__cy_st___,__sIst____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
1096,cysts,__cy_sts__,__sIsts___,3.0,3.0,1.7320508075688772,1.61746591235466e-05
1097,czar,_cza_r____,__zar_____,150.0,150.0,12.24744871391589,0.00011437211149640661
1098,czars,_cza_rs___,__zarz____,29.0,29.0,5.385164807134504,5.028905889994015e-05
1099,dab,__da_b____,__d@b_____,13.0,13.0,3.605551275463989,3.367023795044163e-05
1100,dabbed,__da_bbed_,__d@bd____,1.0,1.0,1.0,9.338443799030067e-06
1101,dabs,__da_bs___,__d@bz____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
1102,dad,__da_d____,__d@d_____,227.0,227.0,15.066519173319364,0.0001406978425470518
1103,dads,__da_ds___,__d@dz____,30.0,30.0,5.477225575051661,5.114876320723007e-05
1104,daft,__da_ft___,__d@ft____,8.0,8.0,2.8284271247461903,2.64131077440945e-05
1105,dale,__da_le___,__del_____,318.0,318.0,17.832554500127006,0.00016652830799257674
1106,dales,__da_les__,__delz____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
1107,dam,__da_m____,__d@m_____,272.0,272.0,16.492422502470642,0.0001540135606491809
1108,dame,__da_me___,__dem_____,93.0,93.0,9.643650760992955,9.005669064900624e-05
1109,dames,__da_mes__,__demz____,15.0,15.0,3.872983346207417,3.616763731313737e-05
1110,damn,__da_mn___,__d@m_____,214.0,214.0,14.628738838327793,0.00013660965549241248
1111,damned,__da_mned_,__d@md____,95.0,95.0,9.746794344808963,9.101989120970258e-05
1112,damns,__da_mns__,__d@mz____,6.0,6.0,2.449489742783178,2.287442229928132e-05
1113,damp,__da_mp___,__d@mp____,296.0,296.0,17.204650534085253,0.00016066466209450775
1114,dams,__da_ms___,__d@mz____,123.0,123.0,11.090536506409418,0.0001035683518661956
1115,dance,__da_nce__,__d@ns____,875.0,875.0,29.58039891549808,0.0002762348928252687
1116,dane,__da_ne___,__den_____,35.0,35.0,5.916079783099616,5.524697856505375e-05
1117,danes,__da_nes__,__denz____,34.0,34.0,5.830951894845301,5.4452016564860716e-05
1118,dang,__da_ng___,__d@ng____,8.0,8.0,2.8284271247461903,2.64131077440945e-05
1119,dank,__da_nk___,__d@nk____,18.0,18.0,4.242640687119285,3.961966161614174e-05
1120,dare,__da_re___,__dEr_____,181.0,181.0,13.45362404707371,0.00012563591205687726
1121,dared,__da_red__,__dErd____,99.0,99.0,9.9498743710662,9.291634262161133e-05
1122,dares,__da_res__,__dErz____,37.0,37.0,6.082762530298219,5.680353603203584e-05
1123,dark,__da_rk___,__dark____,1039.0,1039.0,32.2335229225724,0.0003010109422571897
1124,darn,__da_rn___,__darn____,62.0,62.0,7.874007874011811,7.353098000457952e-05
1125,darned,__da_rned_,__darnd___,16.0,16.0,4.0,3.735377519612027e-05
1126,darns,__da_rns__,__darnz___,0.0,0.0,0.0,0.0
1127,dart,__da_rt___,__dart____,727.0,727.0,26.962937525425527,0.0002517918767379451
1128,darts,__da_rts__,__darts___,80.0,80.0,8.94427190999916,8.352558055477046e-05
1129,dash,__da_sh___,__d@S_____,169.0,169.0,13.0,0.00012139976938739087
1130,dashed,__da_shed_,__d@St____,132.0,132.0,11.489125293076057,0.0001072905508494056
1131,date,__da_te___,__det_____,4683.0,4683.0,68.4324484437025,0.0006390525738215383
1132,dates,__da_tes__,__dets____,815.0,815.0,28.548204847240395,0.00026659580652915217
1133,daub,__daub____,__dab_____,11.0,11.0,3.3166247903554,3.0972114207203774e-05
1134,daunt,__daunt___,__dant____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
1135,daunts,__daunts__,__dants___,0.0,0.0,0.0,0.0
1136,dawn,__dawn____,__dan_____,286.0,286.0,16.911534525287763,0.0001579274147197564
1137,dawns,__dawns___,__danz____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
1138,day,__day_____,__de______,23907.0,10000.0,100.0,0.0009338443799030066
1139,days,__days____,__dez_____,18406.0,10000.0,100.0,0.0009338443799030066
1140,daze,__da_ze___,__dez_____,15.0,15.0,3.872983346207417,3.616763731313737e-05
1141,dazed,__da_zed__,__dezd____,30.0,30.0,5.477225575051661,5.114876320723007e-05
1142,dead,__dead____,__dEd_____,1844.0,1844.0,42.941821107167776,0.00040100978303728933
1143,deaf,__deaf____,__dEf_____,130.0,130.0,11.40175425099138,0.00010647464128323514
1144,deal,__deal____,__dil_____,7957.0,7957.0,89.20201791439474,0.0008330080310536485
1145,deals,__deals___,__dilz____,2338.0,2338.0,48.35286961494633,0.0004515405554210049
1146,dealt,__dealt___,__dElt____,632.0,632.0,25.13961017995307,0.0002347648367950159
1147,dean,__dean____,__din_____,2285.0,2285.0,47.80167361086848,0.0004463932425146739
1148,deans,__deans___,__dinz____,25.0,25.0,5.0,4.669221899515033e-05
1149,dear,__dear____,__dir_____,245.0,245.0,15.652475842498529,0.0001461697659708483
1150,dearth,__dearth__,__d^rT____,163.0,163.0,12.767145334803704,0.00011922526918311328
1151,dearths,__dearths_,__d^rTs___,0.0,0.0,0.0,0.0
1152,death,__death___,__dET_____,3871.0,3871.0,62.21736092120912,0.0005810133282866808
1153,deaths,__deaths__,__dETs____,886.0,886.0,29.765752132274432,0.00027796580342310417
1154,deb,__de_b____,__dEb_____,23.0,23.0,4.795831523312719,4.4785603150072576e-05
1155,debs,__de_bs___,__dEbz____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
1156,debt,__de_bt___,__dEt_____,28923.0,10000.0,100.0,0.0009338443799030066
1157,debts,__de_bts__,__dEts____,1307.0,1307.0,36.15245496505044,0.000337607668888089
1158,deck,__de_ck___,__dEk_____,268.0,268.0,16.3707055437449,0.0001528769136707317
1159,decks,__de_cks__,__dEks____,67.0,67.0,8.18535277187245,7.643845683536584e-05
1160,deed,__deed____,__did_____,99.0,99.0,9.9498743710662,9.291634262161133e-05
1161,deeds,__deeds___,__didz____,108.0,108.0,10.392304845413264,9.704795474127961e-05
1162,deem,__deem____,__dim_____,70.0,70.0,8.366600265340756,7.813102636683469e-05
1163,deemed,__deemed__,__dimd____,510.0,510.0,22.58317958127243,0.00021089175332311593
1164,deems,__deems___,__dimz____,79.0,79.0,8.888194417315589,8.300190404095442e-05
1165,deep,__deep____,__dip_____,2169.0,2169.0,46.57252408878007,0.0004349148987820466
1166,deer,__deer____,__dir_____,189.0,189.0,13.74772708486752,0.00012838237674643878
1167,deer,__deer____,__dir_____,189.0,189.0,13.74772708486752,0.00012838237674643878
1168,deft,__de_ft___,__dEft____,61.0,61.0,7.810249675906654,7.293557765484708e-05
1169,deign,__deign___,__den_____,4.0,4.0,2.0,1.8676887598060133e-05
1170,deigned,__deigned_,__dend____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
1171,deigns,__deigns__,__denz____,0.0,0.0,0.0,0.0
1172,dell,__de_ll___,__dEl_____,132.0,132.0,11.489125293076057,0.0001072905508494056
1173,dells,__de_lls__,__dElz____,0.0,0.0,0.0,0.0
1174,delve,__de_lve__,__dElv____,46.0,46.0,6.782329983125268,6.333640737389185e-05
1175,den,__de_n____,__dEn_____,76.0,76.0,8.717797887081348,8.141066561981223e-05
1176,dens,__de_ns___,__dEnz____,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
1177,dense,__de_nse__,__dEns____,100.0,100.0,10.0,9.338443799030066e-05
1178,dent,__de_nt___,__dEnt____,160.0,160.0,12.649110640673518,0.00011812300882564285
1179,dents,__de_nts__,__dEnts___,16.0,16.0,4.0,3.735377519612027e-05
1180,depth,__de_pth__,__dEpT____,487.0,487.0,22.06807649071391,0.0002060814920612285
1181,depths,__de_pths_,__dEpTs___,153.0,153.0,12.36931687685298,0.00011551017048688566
1182,desk,__de_sk___,__dEsk____,975.0,975.0,31.22498999199199,0.00029159281416549346
1183,desks,__de_sks__,__dEsks___,223.0,223.0,14.933184523068078,0.00013945270440921686
1184,dew,__dew_____,__du______,23.0,23.0,4.795831523312719,4.4785603150072576e-05
1185,dews,__dews____,__duz_____,0.0,0.0,0.0,0.0
1186,dial,__dial____,__dAl_____,418.0,418.0,20.445048300260872,0.00019092493452044134
1187,dialed,__dialed__,__dAld____,44.0,44.0,6.6332495807108,6.194422841440755e-05
1188,dials,__dials___,__dAlz____,35.0,35.0,5.916079783099616,5.524697856505375e-05
1189,dick,__di_ck___,__dIk_____,562.0,562.0,23.706539182259394,0.00022138218382303354
1190,dicks,__di_cks__,__dIks____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
1191,did,__di_d____,__dId_____,12250.0,10000.0,100.0,0.0009338443799030066
1192,die,__die_____,__dA______,1047.0,1047.0,32.357379374726875,0.00030216756877478155
1193,died,__died____,__dAd_____,2518.0,2518.0,50.17967716117751,0.00046860009502312875
1194,dies,__dies____,__dAz_____,283.0,283.0,16.822603841260722,0.00015709694052496055
1195,dig,__di_g____,__dIg_____,160.0,160.0,12.649110640673518,0.00011812300882564285
1196,digs,__di_gs___,__dIgz____,40.0,40.0,6.324555320336759,5.9061504412821423e-05
1197,dike,__di_ke___,__dAk_____,26.0,26.0,5.0990195135927845,4.7616907157843845e-05
1198,dikes,__di_kes__,__dAks____,8.0,8.0,2.8284271247461903,2.64131077440945e-05
1199,dill,__di_ll___,__dIl_____,28.0,28.0,5.291502622129181,4.941439984917359e-05
1200,dills,__di_lls__,__dIlz____,1.0,1.0,1.0,9.338443799030067e-06
1201,dim,__di_m____,__dIm_____,189.0,189.0,13.74772708486752,0.00012838237674643878
1202,dime,__di_me___,__dAm_____,209.0,209.0,14.45683229480096,0.00013500431589700163
1203,dimes,__di_mes__,__dAmz____,34.0,34.0,5.830951894845301,5.4452016564860716e-05
1204,din,__di_n____,__dIn_____,48.0,48.0,6.928203230275509,6.46986364941864e-05
1205,dine,__di_ne___,__dAn_____,60.0,60.0,7.745966692414834,7.233527462627474e-05
1206,dined,__di_ned__,__dAnd____,44.0,44.0,6.6332495807108,6.194422841440755e-05
1207,dines,__di_nes__,__dAnz____,23.0,23.0,4.795831523312719,4.4785603150072576e-05
1208,dint,__di_nt___,__dInt____,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
1209,dip,__di_p____,__dIp_____,230.0,230.0,15.165750888103101,0.00014162451233864113
1210,dipped,__di_pped_,__dIpt____,406.0,406.0,20.149441679609886,0.00018816442870687092
1211,dips,__di_ps___,__dIps____,48.0,48.0,6.928203230275509,6.46986364941864e-05
1212,dire,__di_re___,__dAr_____,199.0,199.0,14.106735979665885,0.0001317349611338652
1213,dirge,__di_rge__,__d^rJ____,8.0,8.0,2.8284271247461903,2.64131077440945e-05
1214,dirt,__di_rt___,__d^rt____,315.0,315.0,17.74823934929885,0.00016574093569516127
