"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL","SUBTLWF"
"1","dick","4","18,694","9.836","53.000"
"1","dicks","5","1,327","7.191","4.000"
"1","did","3","382,593","12.855","2,341.370"
"1","die","3","67,931","11.126","261.140"
"1","died","4","28,767","10.267","157.220"
"1","dies","4","8,972","9.102","24.900"
"1","dig","3","8,929","9.097","46.220"
"1","digs","4","687","6.532","2.960"
"1","dike","4","181","5.198","0.410"
"1","dikes","5","181","5.198","0.220"
"1","dill","4","491","6.196","1.760"
"1","dim","3","4,289","8.364","4.760"
"1","dime","4","2,557","7.847","12.060"
"1","dimes","5","374","5.924","1.780"
"1","din","3","3,775","8.236","1.180"
"1","dine","4","570","6.346","4.290"
"1","dined","5","146","4.984","0.880"
"1","dines","5","39","3.664","0.180"
"1","dins","4","29","3.367","#"
"1","dint","4","192","5.257","0.080"
"1","dints","5","2","0.693","#"
"1","dip","3","5,047","8.527","7.960"
"1","dipped","6","886","6.787","1.840"
"1","dips","4","674","6.513","0.630"
"1","dire","4","4,069","8.311","2.200"
"1","dirge","5","113","4.727","0.180"
"1","dirk","4","4,148","8.330","2.690"
"1","dirks","5","79","4.369","0.020"
"1","dirt","4","7,642","8.941","25.690"
"1","disc","4","16,844","9.732","2.570"
"1","discs","5","5,835","8.672","0.670"
"1","dish","4","7,237","8.887","11.450"
"1","disk","4","108,080","11.591","6.630"
"1","disks","5","30,273","10.318","1.590"
"1","ditch","5","1,735","7.459","7.860"
"1","dive","4","8,177","9.009","12.820"
"1","dives","5","1,579","7.365","1.000"
"1","do","2","1,360,645","14.123","6,135.590"
"1","doc","3","13,265","9.493","80.820"
"1","dock","4","2,543","7.841","9.750"
"1","docks","5","573","6.351","3.690"
"1","dodge","5","6,587","8.793","7.760"
"1","dodged","6","323","5.778","0.900"
"1","doe","3","4,652","8.445","4.330"
"1","does","4","525,612","13.172","666.710"
"1","doff","4","42","3.738","0.160"
"1","dog","3","58,314","10.974","192.840"
"1","dogs","4","32,637","10.393","53.020"
"1","doll","4","5,685","8.646","24.760"
"1","dolls","5","2,727","7.911","5.670"
"1","dolt","4","359","5.883","0.530"
"1","dome","4","2,233","7.711","1.960"
"1","domes","5","404","6.001","0.240"
"1","Don","3","27,135","10.209","6,295.780"
"1","done","4","173,968","12.067","485.040"
"1","donned","6","197","5.283","0.060"
"1","dons","4","187","5.231","0.330"
"1","doom","4","33,765","10.427","5.610"
"1","doomed","6","3,215","8.076","8.140"
"1","dooms","5","152","5.024","0.060"
"1","door","4","53,813","10.893","292.060"
"1","doors","5","12,441","9.429","34.410"
"1","dope","4","1,900","7.550","16.080"
"1","dopes","5","100","4.605","0.570"
"1","dorm","4","1,650","7.409","7.240"
"1","dorms","5","358","5.881","0.730"
"1","dos","3","117,978","11.678","1.670"
"1","dose","4","5,092","8.535","5.290"
"1","doss","4","186","5.226","0.020"
"1","dot","3","7,961","8.982","6.630"
"1","dots","4","2,767","7.926","3.060"
"1","doubt","5","48,652","10.792","62.840"
"1","doubts","6","4,662","8.447","6.510"
"1","dough","5","3,391","8.129","15.880"
"1","dour","4","106","4.663","0.160"
"1","douse","5","91","4.511","0.800"
"1","doused","6","134","4.898","0.310"
"1","down","4","293,731","12.590","1,490.270"
"1","doze","4","277","5.624","0.390"
"1","dozed","5","131","4.875","0.800"
"1","drab","4","342","5.835","0.800"
"1","draft","5","14,141","9.557","7.270"
"1","drafts","6","1,222","7.108","0.730"
"1","drag","4","11,908","9.385","26.450"
"1","dragged","7","3,284","8.097","11.550"
"1","drags","5","746","6.615","1.200"
"1","drain","5","14,860","9.606","8.630"
"1","drained","7","1,698","7.437","2.180"
"1","drains","6","1,180","7.073","1.530"
"1","drake","5","6,539","8.786","5.960"
"1","drakes","6","201","5.303","#"
"1","dram","4","7,095","8.867","0.200"
"1","drams","5","726","6.588","0.060"
"1","drank","5","2,224","7.707","12.860"
"1","drape","5","197","5.283","1.040"
"1","draped","6","591","6.382","0.370"
"1","drapes","6","180","5.193","2.980"
"1","draught","7","329","5.796","0.470"
"1","draughts","8","61","4.111","0.100"
"1","draw","4","26,592","10.188","40.410"
"1","drawl","5","116","4.754","0.080"
"1","drawled","7","24","3.178","#"
"1","drawls","6","9","2.197","0.020"
"1","draws","5","4,098","8.318","3.820"
"1","dray","4","39","3.664","0.100"
"1","dread","5","2,492","7.821","2.510"
"1","dreads","6","138","4.927","0.220"
"1","dream","5","32,423","10.387","133.290"
"1","dreams","6","23,464","10.063","64.410"
"1","dredge","6","298","5.697","0.470"
"1","drench","6","62","4.127","0.220"
"1","drenched","8","398","5.986","0.750"
"1","dress","5","12,384","9.424","87.200"
"1","dressed","7","6,796","8.824","46.940"
"1","drew","4","9,787","9.189","25.040"
"1","dried","5","4,283","8.362","5.060"
"1","dries","5","769","6.645","0.940"
"1","drift","5","3,322","8.108","6.410"
"1","drifts","6","321","5.771","0.750"
"1","drill","5","5,862","8.676","13.750"
"1","drilled","7","1,396","7.241","1.040"
"1","drills","6","894","6.796","1.390"
"1","drink","5","19,872","9.897","247.390"
"1","drinks","6","4,940","8.505","34.200"
"1","drip","4","1,348","7.206","5.120"
"1","dripped","7","425","6.052","0.290"
"1","drips","5","496","6.207","0.760"
"1","drive","5","171,708","12.054","153.140"
"1","drives","6","43,187","10.673","14.270"
"1","drogue","6","81","4.394","0.140"
"1","drone","5","868","6.766","2.820"
"1","drones","6","735","6.600","1.410"
"1","drool","5","1,146","7.044","2.160"
"1","droop","5","118","4.771","0.330"
"1","drooped","7","89","4.489","0.060"
"1","droops","6","16","2.773","0.020"
"1","drop","4","47,322","10.765","130.610"
"1","dropped","7","19,263","9.866","48.670"
"1","drops","5","7,542","8.928","10.290"
"1","dross","5","165","5.106","0.080"
"1","drought","7","1,069","6.974","1.370"
"1","droughts","8","154","5.037","0.140"
"1","drove","5","6,721","8.813","28.860"
"1","drown","5","1,415","7.255","10.590"
"1","drowned","7","2,176","7.685","7.670"
"1","drowns","6","179","5.187","0.780"
"1","drub","4","3","1.099","#"
"1","drug","4","37,439","10.530","45.220"
"1","drugs","5","30,191","10.315","48.310"
"1","drum","4","8,300","9.024","8.470"
"1","drums","5","6,103","8.717","7.200"
"1","drunk","5","7,265","8.891","76.550"
"1","drupe","5","3","1.099","#"
"1","dry","3","19,382","9.872","42.820"
"1","dub","3","3,433","8.141","1.080"
"1","dubbed","6","2,178","7.686","0.510"
"1","dubs","4","716","6.574","0.080"
"1","duck","4","6,829","8.829","24.760"
"1","ducked","6","441","6.089","1.200"
"1","ducks","5","2,221","7.706","8.470"
"1","duct","4","1,101","7.004","3.140"
"1","ducts","5","370","5.914","1.080"
"1","dud","3","409","6.014","1.250"
"1","dude","4","6,892","8.838","99.430"
"1","dudes","5","1,354","7.211","6.760"
"1","duds","4","227","5.425","1.350"
"1","due","3","100,775","11.521","44.610"
"1","duel","4","1,681","7.427","2.350"
"1","duels","5","290","5.670","0.270"
"1","dues","4","2,820","7.944","2.040"
"1","duff","4","1,233","7.117","1.310"
"1","dug","3","2,868","7.961","8.920"
"1","duke","4","12,035","9.396","25.040"
"1","dukes","5","449","6.107","2.000"
"1","dull","4","4,644","8.443","12.080"
"1","dumb","4","12,449","9.429","46.960"
"1","dump","4","10,072","9.218","28.820"
"1","dumped","6","4,482","8.408","17.940"
"1","dumps","5","2,064","7.632","2.690"
"1","dun","3","1,102","7.005","0.250"
"1","dunce","5","186","5.226","0.490"
"1","dune","4","2,291","7.737","1.000"
"1","dunes","5","430","6.064","0.880"
"1","dung","4","1,175","7.069","1.760"
"1","dunk","4","1,068","6.974","2.590"
"1","dunked","6","115","4.745","0.430"
"1","dunks","5","321","5.771","0.160"
"1","duns","4","80","4.382","#"
"1","dupe","4","387","5.958","0.650"
"1","duped","5","526","6.265","0.780"
"1","dupes","5","422","6.045","0.020"
"1","dusk","4","795","6.678","1.200"
"1","dust","4","18,645","9.833","23.840"
"1","dusts","5","66","4.190","0.080"
"1","Dutch","5","8,370","9.032","14.920"
"1","dwarf","5","4,768","8.470","3.080"
"1","dwarfed","7","148","4.997","0.060"
"1","dwarfs","6","720","6.579","1.080"
"1","dwell","5","1,487","7.305","2.780"
"1","dwells","6","317","5.759","0.330"
"1","dwelt","5","170","5.136","0.100"
"1","dye","3","1,750","7.467","3.860"
"1","DYKE","4","870","6.768","2.590"
"1","each","4","303,525","12.623","253.250"
"1","ear","3","11,312","9.334","32.000"
"1","earl","4","6,000","8.700","20.430"
"1","earls","5","186","5.226","0.240"
"1","earn","4","11,987","9.392","15.350"
"1","earned","6","7,136","8.873","12.670"
"1","earns","5","1,238","7.121","0.960"
"1","ears","4","12,268","9.415","33.430"
"1","earth","5","61,680","11.030","99.490"
"1","earths","6","621","6.431","0.220"
"1","ease","4","9,671","9.177","19.100"
"1","east","4","49,098","10.802","49.550"
"1","eat","3","35,550","10.479","251.880"
"1","eats","4","3,464","8.150","12.650"
"1","eaves","5","100","4.605","0.100"
"1","ebb","3","548","6.306","0.350"
"1","ebbed","5","76","4.331","0.040"
"1","ebbs","4","167","5.118","0.140"
"1","edge","4","37,877","10.542","23.510"
"1","eel","3","2,422","7.792","1.430"
"1","eels","4","213","5.361","1.200"
"1","eft","3","136","4.913","#"
"1","egg","3","14,967","9.614","26.040"
"1","eggs","4","8,214","9.014","38.650"
"1","elf","3","7,239","8.887","3.780"
"1","ELL","3","428","6.059","1.820"
"1","elm","3","4,550","8.423","1.430"
"1","elms","4","136","4.913","0.080"
"1","else","4","176,434","12.081","449.160"
"1","elves","5","7,082","8.865","3.490"
"1","end","3","227,504","12.335","265.860"
"1","ends","4","27,525","10.223","30.650"
"1","er","2","14,997","9.616","37.880"
"1","ere","3","446","6.100","2.350"
"1","erg","3","3,287","8.098","0.100"
"1","err","3","3,570","8.180","1.510"
"1","etch","4","398","5.986","0.200"
"1","etched","6","672","6.510","0.510"
"1","eve","3","7,830","8.966","28.180"
"1","eves","4","1,273","7.149","0.060"
"1","ewe","3","418","6.035","0.310"
"1","ewes","4","203","5.313","0.040"
"1","eye","3","41,052","10.623","111.780"
"1","eyes","4","58,027","10.969","221.550"
"1","fa","2","4,400","8.389","1.860"
"1","face","4","77,706","11.261","289.160"
"1","fact","4","184,510","12.125","172.570"
"1","facts","5","34,163","10.439","27.310"
"1","fad","3","1,098","7.001","0.760"
"1","fade","4","3,505","8.162","5.610"
"1","fades","5","1,178","7.072","1.920"
"1","fads","4","260","5.561","0.080"
"1","fag","3","1,252","7.132","5.390"
"1","fags","4","467","6.146","1.530"
"1","fail","4","18,678","9.835","24.590"
"1","failed","6","27,279","10.214","28.760"
"1","fails","5","12,958","9.469","5.120"
"1","faint","5","2,513","7.829","9.270"
"1","fair","4","45,321","10.722","94.750"
"1","faith","5","29,740","10.300","46.330"
"1","faiths","6","740","6.607","0.250"
"1","fake","4","7,853","8.969","36.330"
"1","fall","4","46,059","10.738","118.510"
"1","falls","5","15,232","9.631","25.510"
"1","FALSE","5","0","0.000","21.140"
"1","fame","4","6,089","8.714","8.650"
"1","FAMES","5","15","2.708","0.020"
"1","fan","3","37,452","10.531","35.140"
"1","fang","4","917","6.821","1.920"
"1","fangs","5","948","6.854","1.780"
"1","fans","4","31,621","10.362","13.940"
"1","far","3","176,812","12.083","220.760"
"1","farce","5","2,074","7.637","1.750"
"1","fare","4","5,309","8.577","6.160"
"1","fares","5","2,056","7.629","0.630"
"1","farm","4","10,864","9.293","30.040"
"1","farms","5","2,578","7.855","2.840"
"1","fart","4","1,320","7.185","6.430"
"1","fast","4","77,003","11.252","137.450"
"1","fat","3","29,356","10.287","79.430"
"1","fate","4","8,495","9.047","26.960"
"1","fates","5","690","6.537","1.160"
"1","fault","5","19,968","9.902","104.120"
"1","faults","6","3,285","8.097","2.080"
"1","faun","4","45","3.807","0.510"
"1","fauns","5","8","2.079","0.040"
"1","fawn","4","388","5.961","0.710"
"1","fawned","6","17","2.833","0.020"
"1","fawns","5","38","3.638","0.080"
"1","faze","4","100","4.605","0.430"
"1","fazed","5","43","3.761","0.140"
"1","fear","4","34,537","10.450","69.080"
"1","fears","5","4,957","8.509","9.160"
"1","feast","5","1,911","7.555","6.710"
"1","feasts","6","150","5.011","0.220"
"1","feat","4","1,607","7.382","1.530"
"1","feats","5","417","6.033","0.470"
"1","fed","3","14,446","9.578","15.880"
"1","fee","3","27,166","10.210","9.690"
"1","feed","4","20,084","9.908","42.390"
"1","feeds","5","4,325","8.372","3.780"
"1","feel","4","162,048","11.996","627.240"
"1","feels","5","16,639","9.720","69.980"
"1","fees","4","18,502","9.826","2.820"
"1","feet","4","40,143","10.600","120.730"
"1","feign","5","149","5.004","0.450"
"1","feigned","7","190","5.247","0.160"
"1","feigns","6","56","4.025","0.080"
"1","feint","5","1,260","7.139","0.450"
"1","feints","6","107","4.673","#"
"1","fell","4","16,827","9.731","73.000"
"1","felt","4","50,231","10.824","119.820"
"1","fen","3","684","6.528","0.350"
"1","fence","5","5,277","8.571","16.060"
"1","fens","4","26","3.258","0.180"
"1","fern","4","569","6.344","3.200"
"1","ferns","5","211","5.352","0.270"
"1","fetch","5","3,202","8.072","10.960"
"1","fetched","7","831","6.723","0.550"
"1","fete","4","116","4.754","0.310"
"1","fetes","5","29","3.367","0.040"
"1","feud","4","818","6.707","1.290"
"1","feuds","5","226","5.421","0.160"
"1","few","3","264,493","12.486","301.820"
"1","fez","3","417","6.033","3.840"
"1","fib","3","209","5.342","1.270"
"1","fief","4","61","4.111","0.020"
"1","fiefs","5","36","3.584","#"
"1","field","5","79,920","11.289","70.200"
"1","fields","6","25,419","10.143","11.940"
"1","fiend","5","1,082","6.987","2.800"
"1","fiends","6","554","6.317","0.760"
"1","fierce","6","2,397","7.782","4.780"
"1","fife","4","543","6.297","1.040"
"1","fifes","5","6","1.792","0.040"
"1","fifth","5","8,863","9.090","19.200"
"1","fig","3","1,887","7.543","1.220"
"1","fight","5","40,281","10.604","201.080"
"1","fights","6","4,158","8.333","12.040"
"1","figs","4","807","6.693","0.690"
"1","filch","5","13","2.565","0.140"
"1","filched","7","16","2.773","0.040"
"1","file","4","311,710","12.650","44.040"
"1","filed","5","7,322","8.899","8.800"
"1","files","5","189,348","12.151","26.630"
"1","fill","4","26,443","10.183","43.940"
"1","filled","6","18,920","9.848","27.180"
"1","fills","5","2,749","7.919","2.610"
"1","film","4","52,691","10.872","65.250"
"1","films","5","17,142","9.749","14.710"
"1","filth","5","1,032","6.939","4.530"
"1","fin","3","3,677","8.210","3.410"
"1","finch","5","1,265","7.143","4.020"
"1","find","4","378,725","12.845","830.960"
"1","finds","5","11,954","9.389","29.250"
"1","fine","4","111,801","11.624","598.080"
"1","fink","4","819","6.708","4.040"
"1","finks","5","39","3.664","0.080"
"1","fins","4","1,646","7.406","1.180"
"1","fir","3","706","6.560","0.430"
"1","fire","4","62,707","11.046","215.490"
"1","fires","5","4,211","8.345","9.760"
"1","firm","4","34,530","10.450","35.270"
"1","firms","5","8,488","9.046","1.610"
"1","firs","4","305","5.720","0.180"
"1","first","5","518,924","13.160","840.570"
"1","firth","5","340","5.829","0.160"
"1","firths","6","0","0.000","#"
"1","fist","4","6,036","8.705","7.350"
"1","fists","5","1,295","7.166","2.960"
"1","fits","4","10,268","9.237","12.820"
"1","five","4","62,706","11.046","285.450"
"1","fix","3","35,995","10.491","86.780"
"1","fixed","5","30,688","10.332","32.290"
"1","fizz","4","147","4.990","0.610"
"1","flag","4","15,311","9.636","17.490"
"1","flags","5","5,406","8.595","3.430"
"1","flail","5","216","5.375","0.180"
"1","flailed","7","75","4.317","0.080"
"1","flails","6","37","3.611","0.040"
"1","flair","5","5,009","8.519","2.270"
"1","flairs","6","32","3.466","#"
"1","flak","4","861","6.758","1.060"
"1","flake","5","634","6.452","1.750"
"1","flakes","6","991","6.899","1.860"
"1","flame","5","34,637","10.453","9.040"
"1","flames","6","16,718","9.724","7.490"
"1","flan","4","141","4.949","1.690"
"1","flange","6","466","6.144","0.240"
"1","flank","5","661","6.494","4.630"
"1","flanked","7","174","5.159","0.310"
"1","flanks","6","221","5.398","0.650"
"1","flap","4","1,408","7.250","2.650"
"1","flapped","7","65","4.174","0.120"
"1","flaps","5","1,130","7.030","1.430"
"1","flare","5","4,586","8.431","4.220"
"1","flared","6","414","6.026","0.310"
"1","flares","6","742","6.609","1.410"
"1","flash","5","17,727","9.783","15.350"
"1","flashed","7","1,071","6.976","1.270"
"1","flask","5","809","6.696","1.120"
"1","flasks","6","91","4.511","0.060"
"1","flat","4","26,256","10.176","26.220"
"1","flaunt","6","314","5.749","0.980"
"1","flaw","4","3,798","8.242","3.040"
"1","flaws","5","3,837","8.252","1.780"
"1","flax","4","342","5.835","0.470"
"1","flay","4","59","4.078","0.160"
"1","flea","4","3,443","8.144","3.310"
"1","fleas","5","2,676","7.892","2.610"
"1","fleck","5","335","5.814","0.140"
"1","flecks","6","274","5.613","0.390"
"1","fledge","6","29","3.367","0.040"
"1","flee","4","1,506","7.317","4.570"
"1","fleet","5","7,732","8.953","10.590"
"1","fleets","6","668","6.504","0.350"
"1","flesh","5","11,266","9.330","22.060"
"1","flew","4","4,963","8.510","15.390"
"1","flex","4","2,762","7.924","0.980"
"1","flexed","6","391","5.969","0.250"
"1","flick","5","2,252","7.720","5.040"
"1","flicked","7","445","6.098","0.160"
"1","flicks","6","702","6.554","0.840"
"1","flies","5","5,157","8.548","14.060"
"1","flight","6","30,145","10.314","59.690"
"1","flights","7","5,593","8.629","4.590"
"1","flinch","6","356","5.875","1.140"
"1","flinched","8","159","5.069","0.550"
"1","fling","5","766","6.641","3.530"
"1","flings","6","128","4.852","0.250"
"1","flint","5","1,668","7.419","4.350"
"1","flints","6","16","2.773","0.060"
"1","flip","4","5,994","8.699","14.270"
"1","flipped","7","1,671","7.421","4.960"
"1","flips","5","939","6.845","1.240"
"1","flirt","5","467","6.146","3.920"
"1","flirts","6","102","4.625","0.470"
"1","flit","4","155","5.043","0.490"
"1","flitch","6","0","0.000","#"
"1","flits","5","35","3.555","#"
"1","float","5","5,604","8.631","7.470"
"1","floats","6","1,360","7.215","1.980"
"1","flock","5","1,860","7.528","4.650"
"1","flocks","6","266","5.583","0.350"
"1","floe","4","489","6.192","0.220"
"1","floes","5","16","2.773","0.100"
"1","flog","4","276","5.620","0.290"
"1","flogged","7","258","5.553","0.510"
"1","flogs","5","5","1.609","#"
"1","flood","5","9,581","9.168","5.710"
"1","floods","6","1,308","7.176","1.140"
"1","floor","5","35,635","10.481","100.630"
"1","floors","6","2,165","7.680","7.980"
"1","flop","4","1,545","7.343","2.310"
"1","flopped","7","392","5.971","0.370"
"1","flops","5","312","5.743","0.510"
"1","floss","5","1,244","7.126","1.960"
"1","flounce","7","4","1.386","0.020"
"1","flounced","8","18","2.890","#"
"1","flour","5","4,625","8.439","3.160"
"1","flours","6","148","4.997","0.080"
"1","flout","5","86","4.454","0.200"
"1","flow","4","21,063","9.955","13.750"
"1","flows","5","2,935","7.984","2.780"
"1","flu","3","1,522","7.328","8.710"
"1","flubbed","7","58","4.060","0.040"
"1","flue","4","130","4.868","0.410"
"1","fluff","5","1,422","7.260","1.410"
"1","fluffs","6","69","4.234","0.020"
"1","fluke","5","1,182","7.075","1.750"
"1","flukes","6","77","4.344","0.120"
"1","flume","5","76","4.331","0.160"
"1","flung","5","786","6.667","0.860"
"1","flunk","5","222","5.403","1.800"
"1","flush","5","4,223","8.348","9.370"
"1","flushed","7","1,435","7.269","3.000"
"1","flute","5","3,491","8.158","2.120"
"1","flutes","6","327","5.790","0.410"
"1","flux","4","5,580","8.627","1.040"
"1","fly","3","29,393","10.289","85.000"
"1","foal","4","263","5.572","0.270"
"1","foals","5","194","5.268","0.020"
"1","foam","4","3,659","8.205","3.510"
"1","foams","5","139","4.934","0.100"
"1","fob","3","803","6.688","0.270"
"1","fobs","4","50","3.912","0.040"
"1","foe","3","1,222","7.108","1.840"
"1","foes","4","914","6.818","0.610"
"1","fog","3","4,787","8.474","9.450"
"1","fogs","4","86","4.454","0.020"
"1","foil","4","5,405","8.595","1.220"
"1","foils","5","512","6.238","0.120"
"1","fold","4","4,906","8.498","8.630"
"1","folds","5","1,802","7.497","1.020"
"1","folk","4","11,992","9.392","7.160"
"1","folks","5","53,604","10.889","76.040"
"1","fond","4","4,113","8.322","12.330"
"1","font","4","19,610","9.884","0.940"
"1","fonts","5","20,126","9.910","0.040"
"1","food","4","59,724","10.997","154.430"
"1","foods","5","8,042","8.992","3.020"
"1","fool","4","13,690","9.524","89.330"
"1","fools","5","4,853","8.487","13.350"
"1","foot","4","24,212","10.095","64.920"
"1","fop","3","107","4.673","0.220"
"1","fops","4","16","2.773","0.060"
"1","for","3","4,958,036","15.417","6,895.100"
"1","force","5","75,365","11.230","70.670"
"1","ford","4","16,671","9.721","11.510"
"1","fords","5","389","5.964","0.430"
"1","fore","4","1,702","7.440","2.650"
"1","forge","5","3,719","8.221","3.250"
"1","fork","4","11,253","9.328","8.820"
"1","forks","5","2,289","7.736","2.220"
"1","form","4","118,268","11.681","42.750"
"1","forms","5","34,877","10.460","11.370"
"1","fort","4","8,420","9.038","15.430"
"1","forth","5","22,411","10.017","15.760"
"1","forts","5","320","5.768","0.390"
"1","fought","6","8,254","9.018","26.710"
"1","foul","4","4,072","8.312","14.470"
"1","fouled","6","466","6.144","1.610"
"1","fouls","5","647","6.472","0.470"
"1","found","5","199,981","12.206","396.000"
"1","fount","5","162","5.088","0.080"
"1","fourth","6","15,701","9.661","26.450"
"1","fox","3","13,959","9.544","21.610"
"1","frail","5","429","6.061","1.590"
"1","frame","5","31,447","10.356","14.100"
"1","frames","6","8,094","8.999","2.160"
"1","franc","5","565","6.337","0.800"
"1","francs","6","790","6.672","5.120"
"1","frank","5","34,023","10.435","159.390"
"1","frappe","6","60","4.094","0.100"
"1","fraud","5","7,665","8.944","10.040"
"1","frauds","6","478","6.170","0.780"
"1","fray","4","815","6.703","0.940"
"1","frayed","6","371","5.916","0.450"
"1","frays","5","19","2.944","#"
"1","freak","5","4,223","8.348","36.750"
"1","freaks","6","2,051","7.626","8.270"
"1","free","4","244,067","12.405","177.530"
"1","freeze","6","5,680","8.645","32.160"
"1","freight","7","2,662","7.887","3.840"
"1","freights","8","68","4.220","0.060"
"1","fresh","5","15,597","9.655","54.510"
"1","fret","4","1,920","7.560","1.860"
"1","frets","5","742","6.609","0.200"
"1","fridge","6","1,599","7.377","9.840"
"1","fried","5","3,167","8.061","10.160"
"1","friend","6","81,053","11.303","419.290"
"1","friends","7","77,337","11.256","305.450"
"1","fries","5","1,684","7.429","11.690"
"1","frieze","6","37","3.611","0.040"
"1","fright","6","602","6.400","2.760"
"1","frights","7","10","2.303","0.040"
"1","frill","5","80","4.382","0.020"
"1","frills","6","371","5.916","0.370"
"1","fringe","6","2,335","7.756","1.670"
"1","frisk","5","254","5.537","1.550"
"1","frizz","5","38","3.638","0.040"
"1","fro","3","1,163","7.059","1.140"
"1","frock","5","81","4.394","0.840"
"1","frocks","6","22","3.091","0.270"
"1","frog","4","3,126","8.048","11.820"
"1","frogs","5","1,542","7.341","3.370"
"1","from","4","1,894,943","14.455","2,039.060"
"1","frond","5","60","4.094","0.040"
"1","front","5","77,889","11.263","181.550"
"1","fronts","6","1,141","7.040","0.920"
"1","frost","5","6,050","8.708","4.800"
"1","frosts","6","56","4.025","0.080"
"1","froth","5","407","6.009","0.200"
"1","frothed","7","17","2.833","#"
"1","froths","6","20","2.996","#"
"1","frown","5","804","6.690","2.040"
"1","frowned","7","1,284","7.158","0.410"
"1","frowns","6","233","5.451","0.350"
"1","froze","5","1,329","7.192","4.240"
"1","fruit","5","10,728","9.281","21.730"
"1","fruits","6","4,378","8.384","2.800"
"1","frump","5","31","3.434","0.140"
"1","frumps","6","2","0.693","0.060"
"1","fry","3","4,052","8.307","8.390"
"1","fuck","4","30,558","10.327","378.570"
"1","fudge","5","1,417","7.256","3.630"
"1","fuel","4","16,552","9.714","17.180"
"1","fuels","5","1,636","7.400","0.550"
"1","fug","3","72","4.277","0.270"
"1","fugue","5","438","6.082","0.530"
"1","full","4","155,605","11.955","166.900"
"1","fume","4","222","5.403","0.240"
"1","fumes","5","1,047","6.954","2.860"
"1","fun","3","75,696","11.234","235.490"
"1","fund","4","17,735","9.783","10.610"
"1","funds","5","23,862","10.080","6.610"
"1","funk","4","2,551","7.844","3.160"
"1","funks","5","21","3.045","0.250"
"1","fur","3","4,642","8.443","8.270"
"1","furl","4","4","1.386","0.120"
"1","furled","6","24","3.178","0.080"
"1","furls","5","2","0.693","#"
"1","furs","4","334","5.811","1.590"
"1","fuse","4","2,292","7.737","4.860"
"1","fuss","4","1,986","7.594","7.140"
"1","fussed","6","92","4.522","0.160"
"1","fuzz","4","726","6.588","1.860"
"1","gab","3","362","5.892","0.690"
"1","gad","3","350","5.858","0.510"
"1","gads","4","169","5.130","0.020"
"1","gaff","4","398","5.986","0.630"
"1","gaffe","5","198","5.288","0.040"
"1","gaffes","6","121","4.796","#"
"1","gaffs","5","22","3.091","#"
"1","gag","3","3,169","8.061","7.060"
"1","gage","4","689","6.535","2.510"
"1","gags","4","633","6.450","1.140"
"1","gain","4","23,905","10.082","13.730"
"1","gained","6","7,170","8.878","5.180"
"1","gains","5","7,633","8.940","1.510"
"1","gait","4","655","6.485","0.310"
"1","gaits","5","40","3.689","0.020"
"1","gal","3","3,233","8.081","14.220"
"1","gale","4","924","6.829","4.900"
"1","gales","5","203","5.313","0.180"
"1","gall","4","1,258","7.137","1.980"
"1","galls","5","82","4.407","0.290"
"1","gals","4","1,518","7.325","3.250"
"1","game","4","197,271","12.192","233.840"
"1","games","5","126,190","11.746","44.840"
"1","gamp","4","2","0.693","#"
"1","gang","4","7,821","8.965","30.140"
"1","gangs","5","1,708","7.443","4.330"
"1","gap","3","6,721","8.813","4.270"
"1","gape","4","153","5.030","0.060"
"1","gaped","5","153","5.030","#"
"1","gapes","5","12","2.485","0.020"
"1","gaps","4","2,498","7.823","0.690"
"1","garb","4","487","6.188","0.310"
"1","garbs","5","15","2.708","0.020"
"1","gas","3","25,773","10.157","67.780"
"1","gash","4","260","5.561","0.690"
"1","gasp","4","2,664","7.888","1.730"
"1","gasped","6","1,955","7.578","0.240"
"1","gasps","5","493","6.201","9.220"
"1","gat","3","967","6.874","0.610"
"1","gate","4","16,638","9.719","32.040"
"1","gates","5","10,970","9.303","13.410"
"1","gauche","6","347","5.849","0.390"
"1","gaud","4","7","1.946","#"
"1","gauds","5","0","0.000","0.020"
"1","gauge","5","4,936","8.504","2.200"
"1","gaunt","5","340","5.829","0.160"
"1","gauze","5","304","5.717","1.430"
"1","gave","4","52,246","10.864","243.690"
"1","gawk","4","408","6.011","0.310"
"1","gay","3","30,314","10.319","59.080"
"1","gaze","4","2,488","7.819","2.530"
"1","gazed","5","769","6.645","0.450"
"1","gear","4","15,326","9.637","16.000"
"1","gears","5","2,395","7.781","1.510"
"1","gee","3","11,438","9.345","46.310"
"1","geese","5","640","6.461","1.590"
"1","gel","3","2,476","7.814","1.630"
"1","geld","4","639","6.460","0.040"
"1","gels","4","382","5.945","0.020"
"1","gem","3","3,223","8.078","2.470"
"1","gems","4","2,144","7.670","0.860"
"1","gen","3","7,004","8.854","4.040"
"1","gene","4","25,570","10.149","14.570"
"1","genes","5","5,646","8.639","2.880"
"1","gent","4","625","6.438","1.610"
"1","gents","5","212","5.357","2.940"
"1","germ","4","645","6.469","1.250"
"1","germs","5","428","6.059","3.020"
"1","get","3","978,898","13.794","4,583.760"
"1","gets","4","86,927","11.373","222.820"
"1","ghat","4","22","3.091","0.060"
"1","ghats","5","17","2.833","0.040"
"1","ghee","4","216","5.375","0.100"
"1","ghost","5","10,849","9.292","36.590"
"1","ghosts","6","3,394","8.130","14.080"
