,word,ort,pho,wf,frequency,pho_consistency,imageability,img,output,acc,sse_slot1,sse_slot2,sse_slot3,sse_slot4,sse_slot5,sse_slot6,sse_slot7,sse_slot8,sse_slot9,sse_slot10,sse,model,noise
112,range,__ra_nge__,__renJ____,7978,HF,INC,LI,3.5,__renJ____,1,0.058893999999999995,0.034684,0.047317000000000005,0.12287300000000002,0.03569000000000001,0.06453500000000001,0.04700700000000001,0.053468999999999996,0.050238,0.05101,0.565717,64195158,0
113,rise,__ri_se___,__rAz_____,13028,HF,INC,LI,3.3,__rAz_____,1,0.096693,0.078253,0.050219000000000014,0.07711299999999997,0.076063,0.082397,0.079901,0.10544300000000001,0.107379,0.105711,0.859172,64195158,0
114,roof,__roof____,__ruf_____,415,HF,INC,HI,6.4,__ruf_____,1,0.125561,0.109184,0.07529200000000001,0.10311200000000001,0.08080900000000002,0.091186,0.10938400000000001,0.12172,0.11404700000000001,0.137521,1.067816,64195158,0
115,rough,__rough___,__r^f_____,698,LF,INC,LI,3.2,__r^f_____,1,0.130177,0.107379,0.085235,0.42036799999999996,0.20567799999999997,0.072745,0.11809,0.11037999999999999,0.11429700000000001,0.14489000000000002,1.509239,64195158,0
116,rude,__ru_de___,__rud_____,145,LF,CON,LI,3.0,__rud_____,1,0.083917,0.059689,0.05794400000000001,0.080605,0.08323000000000001,0.055887000000000006,0.066089,0.08769300000000001,0.075133,0.092525,0.742712,64195158,0
117,safe,__sa_fe___,__sef_____,1757,HF,INC,LI,4.1,__sef_____,1,0.057138999999999995,0.041344000000000006,0.03144000000000001,0.066265,0.03979100000000001,0.04302400000000001,0.051612,0.050911,0.05421,0.069952,0.505688,64195158,0
118,scarce,_sca_rce__,_skErs____,369,LF,INC,LI,3.0,_skErs____,1,0.107217,0.08028200000000002,0.093505,0.19230499999999998,0.06498500000000001,0.138867,0.092321,0.101688,0.105073,0.114133,1.090376,64195158,0
119,shark,_sha_rk___,__Sark____,109,LF,CON,HI,6.8,__Sark____,1,0.119656,0.13040300000000002,0.07877499999999998,0.12307699999999999,0.08604300000000002,0.07598700000000001,0.112469,0.113222,0.117755,0.13986600000000002,1.0972530000000003,64195158,0
120,shield,_shield___,__Sild____,1118,LF,CON,HI,5.8,__Sild____,1,0.093282,0.06739800000000001,0.071047,0.08780400000000001,0.06892499999999999,0.09601699999999999,0.079869,0.09382399999999999,0.090736,0.104423,0.8533250000000001,64195158,0
121,shop,_sho_p____,__Sap_____,1754,HF,CON,HI,5.5,__Sap_____,1,0.142483,0.12770299999999998,0.07595900000000001,0.18906299999999998,0.11307,0.09002200000000002,0.111491,0.13566100000000003,0.13379899999999997,0.155615,1.274866,64195158,0
122,shot,_sho_t____,__Sat_____,2208,HF,INC,HI,4.9,__Sat_____,1,0.130066,0.10792199999999999,0.096779,0.104989,0.096358,0.084347,0.10525000000000001,0.126462,0.12739,0.144871,1.124434,64195158,0
123,shout,_shout____,__SWt_____,112,LF,CON,LI,3.8,__SWt_____,1,0.132944,0.112641,0.108461,0.111177,0.08584900000000001,0.08531,0.104735,0.12339,0.127415,0.15233399999999997,1.144256,64195158,0
124,silk,__si_lk___,__sIlk____,178,LF,CON,HI,5.9,__sIlk____,1,0.07746800000000001,0.06743800000000001,0.041954000000000005,0.06721199999999998,0.06880000000000001,0.053861000000000006,0.06591,0.07985800000000001,0.08487900000000001,0.09947,0.70685,64195158,0
125,smart,_sma_rt___,_smart____,733,LF,INC,LI,3.1,_smart____,1,0.11755399999999999,0.08410400000000001,0.08574,0.128852,0.07067300000000001,0.095355,0.105667,0.11259300000000001,0.12282600000000002,0.118936,1.0423,64195158,0
126,snap,_sna_p____,_sn@p_____,282,LF,INC,LI,4.1,_sn@p_____,1,0.072882,0.06085900000000001,0.05433499999999999,0.07052499999999999,0.04767300000000001,0.043972000000000004,0.060954,0.070951,0.07301,0.077935,0.633096,64195158,0
127,sound,__sound___,__sWnd____,2531,HF,CON,LI,3.5,__sWnd____,1,0.11015100000000001,0.08421800000000002,0.072501,0.10750099999999999,0.07710800000000001,0.10737000000000002,0.101888,0.126709,0.121315,0.151314,1.0600749999999999,64195158,0
128,sour,__sour____,__sWr_____,365,LF,INC,LI,3.6,__sWr_____,1,0.13325599999999999,0.109247,0.106721,0.5043799999999999,0.08966400000000001,0.094614,0.12013800000000001,0.137022,0.138603,0.16786399999999999,1.601509,64195158,0
129,spice,_spi_ce___,_spAs_____,77,LF,CON,HI,5.4,_spAs_____,1,0.082139,0.06091,0.06645200000000002,0.068286,0.07739499999999999,0.061991000000000004,0.07596,0.079083,0.09119,0.08674899999999999,0.750155,64195158,0
130,spoon,_spoon____,_spun_____,59,LF,CON,HI,6.3,_spun_____,1,0.107941,0.072831,0.055750999999999995,0.078219,0.07357100000000001,0.094774,0.08301900000000001,0.114526,0.10102399999999999,0.109046,0.890702,64195158,0
131,stale,_sta_le___,_stel_____,64,LF,CON,LI,3.3,_stel_____,1,0.08991500000000001,0.06431500000000001,0.043252000000000006,0.06266200000000001,0.058683000000000006,0.050096,0.06937600000000002,0.077969,0.085416,0.097729,0.699413,64195158,0
132,street,street____,strit_____,12658,HF,CON,HI,6.3,strit_____,1,0.07886399999999999,0.05942000000000001,0.057413000000000006,0.042018,0.06816900000000001,0.036868,0.05351600000000001,0.060219999999999996,0.058852,0.062346,0.577686,64195158,0
133,swamp,_swa_mp___,_swamp____,106,LF,INC,HI,6.0,_swamp____,1,0.12053300000000002,0.092912,0.084537,0.163392,0.0779,0.098586,0.10019800000000001,0.10439400000000001,0.11709499999999999,0.11868500000000001,1.0782319999999999,64195158,0
134,sweat,_sweat____,_swEt_____,212,LF,INC,HI,5.8,_swEt_____,1,0.113238,0.08019899999999998,0.04560900000000002,0.19092,0.086706,0.06184,0.078085,0.079652,0.09682500000000001,0.093063,0.926137,64195158,0
135,sword,_swo_rd___,__sord____,136,LF,INC,HI,6.8,__sord____,1,0.18369300000000002,0.28414300000000003,0.6545749999999999,0.26587799999999995,0.136333,0.12486999999999998,0.170427,0.16929999999999998,0.165083,0.197548,2.3518499999999998,64195158,0
136,task,__ta_sk___,__t@sk____,2701,HF,CON,LI,3.2,__t@sk____,1,0.072261,0.057724,0.038908000000000005,0.11326200000000003,0.059808,0.063311,0.07001600000000001,0.074424,0.07725800000000001,0.08837500000000001,0.7153470000000001,64195158,0
137,text,__te_xt___,__tEkst___,555,HF,CON,LI,5.1,__tEkst___,1,0.08266,0.05580500000000001,0.034008000000000004,0.064089,0.04889400000000001,0.067053,0.08970000000000002,0.10961800000000001,0.07462099999999999,0.079138,0.7055859999999999,64195158,0
138,theft,_the_ft___,__TEft____,456,LF,CON,LI,3.4,__TEft____,1,0.07954400000000002,0.08459900000000001,0.07640899999999999,0.062564,0.061707,0.05296800000000001,0.06314600000000001,0.067339,0.076172,0.083532,0.70798,64195158,0
139,toast,__toast___,__tost____,73,LF,CON,HI,6.5,__tost____,1,0.121572,0.101626,0.061410000000000006,0.09463400000000001,0.07745600000000001,0.07417000000000001,0.104563,0.108777,0.12433,0.12911599999999998,0.997654,64195158,0
140,toll,__to_ll___,__tol_____,743,LF,INC,LI,3.9,__tol_____,1,0.098994,0.080266,0.054230999999999994,0.128444,0.056389,0.080954,0.08415299999999999,0.10767,0.09624,0.117728,0.9050690000000001,64195158,0
141,tomb,__to_mb___,__tum_____,85,LF,INC,HI,6.4,__tim_____,0,0.112707,0.08014399999999999,0.05558900000000001,1.620368,0.073587,0.11714999999999999,0.097326,0.11599,0.10804899999999999,0.131368,2.512278,64195158,0
142,trade,_tra_de___,_tred_____,31728,HF,INC,LI,3.0,_tred_____,1,0.05970199999999999,0.058836999999999993,0.026484000000000008,0.040673,0.059993000000000005,0.02777,0.042493,0.047222,0.049996,0.05527699999999999,0.46844699999999995,64195158,0
143,trick,_tri_ck___,_trIk_____,265,LF,CON,LI,3.9,_trIk_____,1,0.062521,0.056654,0.02838000000000001,0.04920899999999999,0.037502,0.044444,0.053039,0.054648,0.056524000000000005,0.065329,0.50825,64195158,0
144,trim,_tri_m____,_trIm_____,903,LF,CON,LI,4.0,_trIm_____,1,0.07021,0.05256600000000001,0.03127600000000001,0.054384999999999996,0.042515000000000004,0.046157000000000004,0.06061999999999999,0.060842,0.068912,0.07122200000000001,0.558705,64195158,0
145,trust,_tru_st___,_tr^st____,9260,HF,CON,LI,2.9,_tr^st____,1,0.07462500000000001,0.070027,0.036685,0.057243,0.055547,0.05688699999999999,0.07489400000000002,0.062401000000000005,0.08195999999999999,0.08033400000000002,0.650603,64195158,0
146,verb,__ve_rb___,__v^rb____,14,LF,CON,LI,3.0,__v^rb____,1,0.081424,0.065815,0.105172,0.09768400000000002,0.048016,0.096212,0.085376,0.072684,0.08472199999999999,0.085549,0.822654,64195158,0
147,war,__wa_r____,__wor_____,9400,HF,INC,HI,5.4,__wor_____,1,0.11543900000000001,0.081639,0.05437800000000001,0.12616899999999998,0.064364,0.09243799999999999,0.099076,0.09642300000000001,0.099563,0.10697799999999999,0.9364669999999999,64195158,0
148,warm,__wa_rm___,__worm____,637,HF,INC,LI,3.5,__worm____,1,0.120234,0.082345,0.061963000000000004,0.173867,0.07176900000000001,0.11047699999999999,0.116801,0.10383300000000001,0.106661,0.109314,1.057264,64195158,0
149,warn,__wa_rn___,__worn____,717,LF,INC,LI,3.0,__worn____,1,0.104656,0.065781,0.052301000000000014,0.23523,0.06280200000000001,0.12221800000000002,0.10050500000000001,0.09929,0.093027,0.093454,1.0292640000000002,64195158,0
150,wash,__wa_sh___,__waS_____,1009,LF,INC,HI,5.1,__waS_____,1,0.100866,0.072007,0.049446,0.08129199999999999,0.07193200000000001,0.06686,0.083704,0.083426,0.095326,0.09413200000000001,0.798991,64195158,0
151,watch,__wa_tch__,__watC____,1793,HF,INC,HI,5.9,__watC____,1,0.097182,0.071376,0.04886800000000001,0.100935,0.07482799999999999,0.119012,0.08199700000000001,0.08137599999999999,0.092078,0.094315,0.861967,64195158,0
152,weed,__weed____,__wid_____,126,LF,CON,HI,6.5,__wid_____,1,0.067759,0.051530999999999993,0.032003,0.041535,0.050338999999999995,0.038889,0.047038,0.06102300000000001,0.059507,0.060048000000000004,0.509672,64195158,0
153,white,_whi_te___,__wAt_____,13667,HF,CON,HI,6.5,__wAt_____,1,0.070141,0.051138,0.067154,0.049352,0.05733699999999999,0.053822,0.05264,0.060253,0.06882600000000001,0.07077900000000001,0.601442,64195158,0
154,wind,__wi_nd___,__wInd____,1054,HF,INC,HI,4.7,__wInd____,1,0.071758,0.049205,0.043317999999999995,0.16765099999999997,0.048077999999999996,0.049676000000000005,0.089406,0.07298,0.07215300000000001,0.07562500000000001,0.7398500000000001,64195158,0
155,wool,__wool____,__wUl_____,153,LF,INC,HI,5.8,__wUl_____,1,0.113108,0.09192300000000002,0.06298400000000001,0.132421,0.081538,0.09499600000000001,0.09739,0.11276300000000002,0.11075300000000002,0.12726500000000002,1.025141,64195158,0
156,worm,__wo_rm___,__w^rm____,100,LF,INC,HI,6.6,__w^rm____,1,0.17692000000000002,0.136718,0.10569300000000004,0.154142,0.11006800000000001,0.13524199999999997,0.168255,0.157077,0.176084,0.17666699999999996,1.4968659999999998,64195158,0
157,worth,__wo_rth__,__w^rT____,5251,HF,INC,LI,2.3,__w^rT____,1,0.14738199999999999,0.130446,0.07572000000000001,0.10879099999999998,0.09660500000000001,0.12929100000000002,0.141656,0.119896,0.129665,0.14343400000000003,1.2228860000000001,64195158,0
158,wrong,_wro_ng___,__rang____,3195,HF,CON,LI,2.4,__rang____,1,0.10449800000000001,0.094692,0.07102399999999999,0.08762099999999999,0.061813000000000014,0.06847800000000001,0.11170300000000001,0.107175,0.103831,0.112719,0.9235540000000001,64195158,0
159,zone,__zo_ne___,__zon_____,721,LF,INC,LI,4.1,__zon_____,1,0.11797900000000001,0.08466900000000001,0.130038,0.09626299999999999,0.08097000000000001,0.086968,0.08386600000000001,0.12186000000000001,0.112123,0.133268,1.048004,64195158,0
0,ball,__ba_ll___,__bal_____,1393,HF,INC,HI,6.6,__bal_____,1,0.0006320000000000001,0.000899,0.0019700000000000026,0.0035560000000000045,0.002273000000000003,0.0007750000000000001,0.000579,0.00045300000000000006,0.000571,0.00048300000000000003,0.01219100000000001,64195283,1
1,bank,__ba_nk___,__b@nk____,53170,HF,CON,HI,6.1,__b@nk____,1,0.0006680000000000001,0.0005650000000000001,0.0020520000000000026,0.0020800000000000024,0.002104000000000003,0.0014920000000000016,0.000705,0.000615,0.000563,0.0005360000000000001,0.01138000000000001,64195283,1
2,beach,__beach___,__biC_____,1691,HF,CON,HI,6.5,__biC_____,1,0.000536,0.0005070000000000001,0.006471999999999993,0.002344000000000003,0.0020620000000000026,0.00048600000000000005,0.000554,0.000632,0.0005830000000000001,0.00062,0.014796000000000002,64195283,1
3,beak,__beak____,__bik_____,10,LF,INC,HI,5.2,__bik_____,1,0.0004980000000000001,0.000508,0.002248000000000003,0.0034600000000000056,0.0014730000000000014,0.000653,0.0005299999999999999,0.0005499999999999999,0.000546,0.000649,0.01111500000000001,64195283,1
4,beard,__beard___,__bird____,210,LF,INC,HI,6.3,__berd____,0,0.000586,0.000659,0.0019320000000000025,0.7213979999999999,0.002555000000000004,0.002139000000000003,0.0005720000000000001,0.00044500000000000003,0.000502,0.000635,0.7314229999999999,64195283,1
5,bed,__be_d____,__bEd_____,665,HF,CON,HI,6.6,__bEd_____,1,0.0005000000000000001,0.000628,0.0024000000000000033,0.002100000000000003,0.005931999999999995,0.000475,0.000545,0.000634,0.000528,0.000595,0.014337,64195283,1
6,blink,_bli_nk___,_blInk____,53,LF,CON,LI,5.5,_blInk____,1,0.000607,0.010432999999999996,0.0020740000000000025,0.0018070000000000026,0.0021340000000000026,0.0015120000000000016,0.00043599999999999997,0.0007509999999999999,0.00054,0.000578,0.020872000000000005,64195283,1
7,block,_blo_ck___,_blak_____,4366,HF,CON,LI,5.7,_blak_____,1,0.001033,0.005044000000000007,0.0022190000000000027,0.004234000000000002,0.0016760000000000017,0.0006360000000000001,0.000783,0.000583,0.000619,0.0006670000000000001,0.017494000000000016,64195283,1
8,booth,__booth___,__buT_____,226,LF,INC,LI,5.6,__buT_____,1,0.00058,0.000618,0.001696000000000002,0.0027930000000000042,0.0049750000000000055,0.0006760000000000001,0.00056,0.000433,0.000495,0.0006940000000000001,0.013520000000000011,64195283,1
9,bowl,__bowl____,__bol_____,462,LF,INC,HI,6.3,__bol_____,1,0.000551,0.000795,0.0019050000000000026,0.008247999999999997,0.0019400000000000025,0.0006540000000000001,0.000602,0.000479,0.00046199999999999995,0.000907,0.016543000000000002,64195283,1
10,box,__bo_x____,__baks____,1497,HF,CON,HI,6.7,__baks____,1,0.0005580000000000001,0.000471,0.001957000000000002,0.05083699999999999,0.0014530000000000016,0.0018500000000000023,0.000657,0.0005510000000000001,0.0006190000000000001,0.000573,0.059526,64195283,1
11,breath,_breath___,_brET_____,245,HF,INC,LI,5.0,_brET_____,1,0.0006259999999999999,0.002504000000000003,0.0027000000000000036,0.24592899999999995,0.021041000000000004,0.000822,0.000596,0.000675,0.00043200000000000004,0.000736,0.2760609999999999,64195283,1
12,bribe,_bri_be___,_brAb_____,182,LF,CON,LI,3.7,_brAb_____,1,0.0005600000000000001,0.0020620000000000026,0.0023070000000000035,0.003727000000000005,0.002714000000000004,0.00038099999999999994,0.000587,0.0005210000000000001,0.000533,0.000533,0.013925000000000017,64195283,1
13,bridge,_bri_dge__,_brIJ_____,1301,HF,CON,HI,6.7,_brIJ_____,1,0.0005710000000000001,0.0049780000000000085,0.0019980000000000024,0.002483000000000003,0.005172000000000008,0.08624200000000001,0.0005499999999999999,0.000728,0.000759,0.0005,0.10398100000000003,64195283,1
14,broad,_broad____,_brad_____,3234,HF,INC,LI,3.3,_brad_____,1,0.000878,0.0032080000000000047,0.002437000000000003,0.04715400000000001,0.0027250000000000026,0.000661,0.000431,0.000719,0.0005690000000000001,0.000537,0.059319000000000024,64195283,1
15,broom,_broom____,_brum_____,44,LF,CON,HI,6.6,_brum_____,1,0.000604,0.002312000000000003,0.0031220000000000045,0.004927000000000008,0.0019800000000000026,0.000793,0.0006940000000000001,0.0007070000000000001,0.000562,0.00047500000000000005,0.016176000000000017,64195283,1
16,bunch,__bu_nch__,__b^nC____,483,LF,CON,LI,4.0,__b^nC____,1,0.0005879999999999999,0.00043000000000000004,0.0020040000000000027,0.008508999999999994,0.002249000000000003,0.0024750000000000032,0.0007930000000000001,0.000516,0.0006010000000000001,0.000466,0.018631,64195283,1
17,cage,__ca_ge___,__keJ_____,112,LF,CON,HI,6.4,__keJ_____,1,0.00041100000000000007,0.000619,0.005307000000000008,0.002298000000000003,0.014489,0.000543,0.000442,0.000517,0.000517,0.000448,0.025591000000000013,64195283,1
18,cake,__ca_ke___,__kek_____,210,LF,CON,HI,6.8,__kek_____,1,0.0005510000000000001,0.000745,0.0026840000000000032,0.0034570000000000035,0.0020040000000000027,0.000581,0.0007779999999999999,0.000646,0.000712,0.000527,0.012685000000000009,64195283,1
19,card,__ca_rd___,__kard____,3178,LF,INC,HI,6.4,__kard____,1,0.0006509999999999999,0.0005620000000000001,0.0014990000000000016,0.002978000000000004,0.0026320000000000033,0.0025880000000000035,0.000746,0.0005499999999999999,0.000608,0.000584,0.013398000000000012,64195283,1
20,care,__ca_re___,__kEr_____,10293,HF,INC,LI,3.1,__kEr_____,1,0.000561,0.000587,0.0015370000000000015,0.0022450000000000026,0.0029760000000000042,0.0006180000000000001,0.0005179999999999999,0.000509,0.0006460000000000001,0.000515,0.01071200000000001,64195283,1
21,cave,__ca_ve___,__kev_____,201,LF,INC,HI,6.7,__kev_____,1,0.000515,0.00059,0.02533100000000001,0.155694,0.0036010000000000052,0.0005429999999999999,0.0005700000000000001,0.000477,0.0006580000000000001,0.000517,0.18849599999999997,64195283,1
22,chair,_chair____,__CEr_____,427,HF,CON,HI,6.5,__CEr_____,1,0.00042699999999999997,0.021277999999999995,0.023285000000000004,0.03210299999999999,0.0027550000000000035,0.0007419999999999999,0.00044300000000000003,0.00045000000000000004,0.0006129999999999999,0.0007670000000000001,0.08286300000000002,64195283,1
23,chalk,_cha_lk___,__Calk____,77,LF,CON,HI,6.8,__Calk____,1,0.000569,0.000887,0.007999000000000004,0.006748000000000003,0.004192000000000006,0.002751000000000004,0.000621,0.000628,0.000531,0.000514,0.025440000000000018,64195283,1
24,child,_chi_ld___,__CAld____,3095,HF,INC,HI,6.4,__CAld____,1,0.000585,0.000623,0.002251000000000003,0.0033990000000000057,0.0020200000000000023,0.0029680000000000036,0.00042,0.0006850000000000001,0.000669,0.00040800000000000005,0.014028000000000014,64195283,1
25,choose,_choose___,__Cuz_____,1619,HF,INC,LI,2.3,__Cuz_____,1,0.00047300000000000006,0.000816,0.011348999999999996,0.0034940000000000045,0.008024999999999996,0.000396,0.000594,0.000473,0.0006630000000000001,0.000522,0.026805000000000002,64195283,1
26,church,_chu_rch__,__C^rC____,2079,HF,CON,HI,6.7,__C^rC____,1,0.0006580000000000001,0.000488,0.003795000000000005,0.0020890000000000027,0.0022900000000000034,0.037491999999999984,0.001105,0.000573,0.0006010000000000001,0.000725,0.049815999999999985,64195283,1
27,claw,_claw_____,_kla______,18,LF,CON,HI,6.0,_kla______,1,0.000684,0.0015930000000000017,0.0024080000000000026,0.008672000000000003,0.001809,0.000579,0.0004360000000000001,0.000544,0.000494,0.000486,0.01770500000000001,64195283,1
28,clean,_clean____,_klin_____,1737,HF,CON,LI,4.5,_klin_____,1,0.00047000000000000004,0.0017440000000000016,0.002037000000000003,0.29211700000000007,0.0024000000000000033,0.000765,0.000689,0.000674,0.0004830000000000001,0.000432,0.3018110000000001,64195283,1
29,clown,_clown____,_klWn_____,55,LF,INC,HI,6.9,_klWn_____,1,0.0006540000000000001,0.0026460000000000034,0.003835000000000005,0.009261000000000009,0.0026400000000000035,0.016124,0.000487,0.0007680000000000001,0.000639,0.000639,0.037693000000000025,64195283,1
30,clue,_clue_____,_klu______,163,LF,CON,LI,4.2,_klu______,1,0.00055,0.0016790000000000019,0.0017120000000000021,0.0038460000000000057,0.001225,0.00042,0.00055,0.0009640000000000001,0.000484,0.000719,0.01214900000000001,64195283,1
31,cost,__co_st___,__kast____,17560,HF,INC,LI,3.8,__kast____,1,0.000612,0.000633,0.0021120000000000023,0.005292000000000003,0.0017650000000000018,0.0015680000000000017,0.0011719999999999999,0.0005139999999999999,0.0005539999999999999,0.00041700000000000005,0.01463900000000001,64195283,1
32,couch,__couch___,__kWC_____,138,LF,INC,HI,6.7,__kWC_____,1,0.000622,0.0005560000000000001,0.09981499999999997,0.9881160000000001,0.051029999999999985,0.000537,0.00045,0.000694,0.000735,0.000346,1.142901,64195283,1
33,cross,_cro_ss___,_kras_____,2107,HF,INC,HI,6.3,_kras_____,1,0.000537,0.0021380000000000027,0.0030410000000000046,0.0029750000000000037,0.0013230000000000013,0.000665,0.0006149999999999999,0.000708,0.000687,0.000642,0.013331000000000013,64195283,1
34,crow,_crow_____,_kro______,204,LF,INC,HI,6.3,_kro______,1,0.0007610000000000001,0.0014060000000000014,0.0071450000000000055,0.046693999999999986,0.000545,0.000644,0.000593,0.000897,0.000485,0.000644,0.05981399999999999,64195283,1
35,curse,__cu_rse__,__k^rs____,68,LF,CON,LI,3.4,__k^rs____,1,0.0007870000000000002,0.0006650000000000001,0.002987000000000005,0.0027340000000000042,0.0024680000000000036,0.0015400000000000019,0.0006159999999999999,0.00061,0.0006140000000000001,0.00059,0.013611000000000014,64195283,1
36,cut,__cu_t____,__k^t_____,12302,HF,INC,LI,5.1,__k^t_____,1,0.0005200000000000001,0.000517,0.002070000000000003,0.0036270000000000052,0.0014500000000000014,0.000437,0.000533,0.000708,0.000677,0.0006940000000000001,0.01123300000000001,64195283,1
37,dance,__da_nce__,__d@ns____,875,HF,CON,HI,5.6,__d@ns____,1,0.000659,0.0013010000000000003,0.0022670000000000025,0.0027670000000000034,0.002784000000000004,0.007162000000000003,0.000776,0.000836,0.0005329999999999999,0.0006979999999999999,0.019783000000000012,64195283,1
38,deal,__deal____,__dil_____,7957,HF,INC,LI,3.0,__dil_____,1,0.0006399999999999999,0.000629,0.0024880000000000032,0.003962000000000007,0.002060000000000003,0.000652,0.000642,0.000469,0.0006389999999999999,0.000507,0.012688000000000015,64195283,1
39,deep,__deep____,__dip_____,2169,HF,CON,LI,4.3,__dip_____,1,0.0005729999999999999,0.0005160000000000001,0.003137000000000005,0.0031890000000000043,0.002223000000000002,0.000559,0.00033,0.000566,0.000554,0.0007270000000000001,0.012374000000000013,64195283,1
40,dime,__di_me___,__dAm_____,209,LF,CON,HI,6.8,__dAm_____,1,0.00051,0.0007,0.0019740000000000022,0.003496000000000005,0.0021100000000000025,0.000681,0.000519,0.000495,0.00054,0.000582,0.01160700000000001,64195283,1
41,dog,__do_g____,__dag_____,1006,HF,INC,HI,6.9,__dag_____,1,0.0008169999999999999,0.0009710000000000001,0.002103000000000003,0.0021270000000000026,0.0036430000000000047,0.0006850000000000001,0.0005629999999999999,0.0005800000000000001,0.000662,0.0008070000000000001,0.01295800000000001,64195283,1
42,dull,__du_ll___,__d^l_____,414,LF,INC,LI,3.0,__d^l_____,1,0.0008529999999999999,0.000643,0.004953000000000007,0.0027380000000000035,0.002153000000000002,0.0018520000000000003,0.000511,0.0005970000000000001,0.000531,0.000712,0.015543000000000012,64195283,1
43,face,__fa_ce___,__fes_____,8824,HF,CON,HI,6.4,__fes_____,1,0.000565,0.000716,0.002207000000000003,0.002677000000000003,0.0052860000000000025,0.0007750000000000001,0.000718,0.00046400000000000006,0.000547,0.00043400000000000003,0.01438900000000001,64195283,1
44,fast,__fa_st___,__f@st____,4058,HF,CON,LI,3.0,__f@st____,1,0.000564,0.000614,0.0020890000000000027,0.0021300000000000026,0.0014450000000000018,0.0012660000000000015,0.000854,0.000751,0.000586,0.000878,0.011177000000000008,64195283,1
45,fault,__fault___,__falt____,556,LF,CON,LI,2.1,__falt____,1,0.000616,0.000577,0.0016940000000000024,0.0026280000000000023,0.0025350000000000034,0.0017540000000000019,0.000528,0.0006570000000000001,0.000586,0.000591,0.01216600000000001,64195283,1
46,fear,__fear____,__fir_____,4321,HF,INC,LI,2.9,__fir_____,1,0.000619,0.000571,0.002037000000000003,0.0061350000000000085,0.0024410000000000035,0.0073840000000000025,0.000587,0.00047999999999999996,0.000654,0.000506,0.021414000000000016,64195283,1
47,fine,__fi_ne___,__fAn_____,3133,HF,CON,LI,2.4,__fAn_____,1,0.000594,0.0005030000000000001,0.0023050000000000032,0.0025180000000000033,0.0021110000000000026,0.0005700000000000001,0.000668,0.0006309999999999999,0.000535,0.000522,0.01095700000000001,64195283,1
48,five,__fi_ve___,__fAv_____,20929,HF,INC,HI,5.8,__fAv_____,1,0.0005149999999999999,0.0006860000000000001,0.0031660000000000043,0.002715000000000004,0.003928000000000006,0.000532,0.000709,0.0006540000000000001,0.000577,0.00066,0.014142000000000012,64195283,1
49,floor,_floor____,_flor_____,3171,HF,INC,HI,6.206493506493507,_flor_____,1,0.0005819999999999999,0.010096999999999988,0.0017850000000000025,0.003327000000000005,0.002422000000000003,0.000931,0.000603,0.0005290000000000001,0.0007090000000000001,0.0005440000000000001,0.021529,64195283,1
50,flute,_flu_te___,_flut_____,55,LF,CON,HI,6.3,_flut_____,1,0.000542,0.008931999999999995,0.0018160000000000027,0.007920000000000012,0.002117000000000002,0.0005409999999999999,0.000589,0.000449,0.000514,0.000593,0.024013000000000014,64195283,1
51,foe,__foe_____,__fo______,184,LF,INC,LI,3.5,__fo______,1,0.000742,0.000675,0.002103000000000003,0.004140000000000005,0.001268,0.00044,0.00045500000000000006,0.000515,0.0005890000000000001,0.000603,0.011530000000000009,64195283,1
52,food,__food____,__fud_____,10915,HF,INC,HI,6.0,__fud_____,1,0.000643,0.000454,0.002451000000000003,0.004459000000000007,0.006444999999999994,0.000571,0.000482,0.00039200000000000004,0.000678,0.0004360000000000001,0.017011000000000005,64195283,1
53,foot,__foot____,__fUt_____,1258,HF,INC,HI,6.7,__fUt_____,1,0.000992,0.000662,0.002333000000000003,0.19866100000000003,0.001591000000000002,0.00046300000000000003,0.0005149999999999999,0.0004890000000000001,0.0007760000000000001,0.000469,0.206951,64195283,1
54,fork,__fo_rk___,__fork____,69,LF,INC,HI,6.6,__fork____,1,0.000594,0.0006020000000000001,0.0020650000000000026,0.003502000000000005,0.0033890000000000044,0.11673399999999996,0.0010739999999999999,0.00094,0.000621,0.0006159999999999999,0.13013699999999997,64195283,1
55,frail,_frail____,_frel_____,83,LF,CON,LI,3.4,_frel_____,1,0.000592,0.003348000000000005,0.0025740000000000034,0.0023600000000000036,0.0018940000000000025,0.000577,0.000712,0.000418,0.0005020000000000001,0.0006020000000000001,0.013579000000000013,64195283,1
56,friend,_friend___,_frEnd____,2123,HF,INC,HI,5.6,_frEnd____,1,0.0008179999999999999,0.002984000000000003,0.002838000000000004,0.004968000000000007,0.0018500000000000018,0.007324999999999995,0.000745,0.00071,0.0006580000000000001,0.0005949999999999999,0.023491000000000005,64195283,1
57,front,_fro_nt___,_fr^nt____,4345,HF,INC,LI,4.4,_fr^nt____,1,0.000549,0.003433000000000004,0.002119000000000003,0.0031440000000000036,0.0018400000000000024,0.0015790000000000016,0.000736,0.000574,0.00047900000000000004,0.000454,0.014907000000000016,64195283,1
58,frost,_fro_st___,_frast____,270,LF,INC,HI,5.8,_frast____,1,0.000499,0.0020560000000000027,0.0027490000000000036,0.003057000000000003,0.0019090000000000027,0.0015050000000000018,0.014996000000000002,0.00063,0.0005319999999999999,0.000421,0.028354000000000018,64195283,1
