,word,ort,pho,wf,img,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14
1247,dorms,__do_rms__,__dormz___,10.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1248,dose,__do_se___,__dos_____,388.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.185899,0.185899
1249,dot,__do_t____,__dat_____,210.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174347,0.174233,0.21438200000000002,0.221977,0.20563499999999998,0.0982145,0.0982145
1250,dote,__do_te___,__dot_____,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1251,dots,__do_ts___,__dats____,48.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16043,0.20586100000000002,0.196279,0.196226,0.0982145,0.0982145
1252,dove,__do_ve___,__dov_____,85.0,6.5,,,,,,,,,,,,,,
1253,doves,__do_ves__,__d^vz____,43.0,4.194245614035086,,,,,,,,,,,,,,
1254,doubt,__doubt___,__dWt_____,2665.0,2.5,0.0,0.0,0.0,0.315184,0.344796,0.359917,0.356062,0.359043,0.362007,0.361467,0.361167,0.35788000000000003,0.35661,0.35661
1255,doubts,__doubts__,__dWts____,1174.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.143772,0.173782,0.185899,0.185899
1256,dough,__dough___,__do______,75.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.0,0.05
1257,doughs,__doughs__,__doz_____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1258,dour,__dour____,__dWr_____,40.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1259,douse,__douse___,__dWs_____,18.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1260,doused,__doused__,__dWst____,29.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1261,down,__down____,__dWn_____,35335.0,4.0,0.726755,0.712168,0.691171,0.686822,0.670564,0.6588470000000001,0.651323,0.644193,0.635574,0.6208319999999999,0.612301,0.591807,0.525211,0.525211
1262,doze,__do_ze___,__doz_____,4.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1263,dozed,__do_zed__,__dozd____,8.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1264,drab,_dra_b____,_dr@b_____,70.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.12383800000000002,0.09811289999999999,0.0982145,0.0982145
1265,draft,_dra_ft___,_dr@ft____,1330.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.18631099999999998,0.21470300000000003,0.222162,0.24191100000000001,0.26753699999999997,0.28030900000000003,0.28030900000000003
1266,drafts,_dra_fts__,_dr@fts___,109.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.160191,0.160058,0.123805,0.0982145,0.0982145
1267,drag,_dra_g____,_dr@g_____,534.0,4.5,0.0,0.0,0.0,0.0,0.24387899999999998,0.243222,0.236675,0.23645100000000002,0.222493,0.196442,0.185757,0.173782,0.0982145,0.0982145
1268,dragged,_dra_gged_,_dr@gd____,362.0,4.194245614035086,0.0,0.0,0.0,0.0,0.286206,0.264454,0.259213,0.258967,0.25879800000000003,0.24788200000000002,0.24191100000000001,0.229066,0.0982145,0.0982145
1269,drags,_dra_gs___,_dr@gz____,70.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1270,drain,_drain____,_dren_____,451.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.19705,0.206304,0.20616900000000002,0.222162,0.221977,0.21414699999999998,0.196429,0.196429
1271,drained,_drained__,_drend____,147.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.206806,0.22285,0.22263899999999998,0.21470300000000003,0.222162,0.214205,0.196226,0.17396199999999998,0.17396199999999998
1272,drains,_drains___,_drenz____,44.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.143772,0.143733,0.0619664,0.0619664
1273,drank,_dra_nk___,_dr@nk____,75.0,4.6,0.0,0.0,0.0,0.306232,0.286206,0.273443,0.273037,0.268407,0.25368,0.229318,0.221977,0.196226,0.0982145,0.0982145
1274,drape,_dra_pe___,_drep_____,12.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1275,draped,_dra_ped__,_drept____,47.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.12394100000000001,0.12383800000000002,0.09811289999999999,0.0,0.05
1276,drapes,_dra_pes__,_dreps____,31.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1277,draught,_draught__,_dr@ft____,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
1278,draughts,_draughts_,_dr@fts___,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1279,draw,_draw_____,_dra______,1538.0,5.0,0.0,0.0,0.39121,0.37822100000000003,0.35230500000000003,0.359917,0.352612,0.35227800000000004,0.348466,0.347946,0.347657,0.343842,0.34608,0.34608
1280,drawl,_drawl____,_dral_____,24.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1281,drawled,_drawled__,_drald____,4.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1282,drawls,_drawls___,_dralz____,9.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1283,draws,_draws____,_draz_____,422.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.206304,0.21470300000000003,0.21438200000000002,0.214205,0.22191799999999998,0.185899,0.185899
1284,dread,_dread____,_drEd_____,72.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.174347,0.174233,0.185911,0.185757,0.18570699999999998,0.14388199999999998,0.14388199999999998
1285,dreads,_dreads___,_drEdz____,4.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1286,dream,_dream____,_drim_____,949.0,4.9,0.0,0.0,0.38474,0.391424,0.38882,0.38410700000000003,0.385995,0.379362,0.37096799999999996,0.351523,0.343935,0.322477,0.284114,0.284114
1287,dreams,_dreams___,_drimz____,360.0,4.194245614035086,0.0,0.0,0.0,0.30304000000000003,0.312114,0.296014,0.30198400000000003,0.301698,0.295103,0.294662,0.291047,0.280019,0.258395,0.258395
1288,dredge,_dre_dge__,_drEJ_____,23.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1289,drench,_dre_nch__,_drEnC____,1.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1290,drenched,_dre_nched,_drEnCt___,30.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1291,dress,_dre_ss___,_drEs_____,555.0,6.0,0.0,0.0,0.389952,0.373855,0.37453600000000004,0.380285,0.37972100000000003,0.376726,0.37096799999999996,0.35988400000000004,0.352966,0.33379699999999995,0.267814,0.267814
1292,dressed,_dre_ssed_,_drEst____,445.0,4.194245614035086,0.0,0.0,0.383389,0.382387,0.386386,0.378973,0.375734,0.369777,0.36509400000000003,0.347946,0.34005,0.31226,0.185899,0.185899
1293,drew,_drew_____,_dru______,1323.0,3.9,0.0,0.0,0.402916,0.391424,0.392352,0.381577,0.383538,0.37262199999999995,0.368079,0.356633,0.354667,0.34192100000000003,0.267814,0.267814
1294,dried,_dried____,_drAd_____,303.0,4.194245614035086,0.0,0.0,0.0,0.344145,0.32518800000000003,0.324313,0.323832,0.328243,0.334663,0.329802,0.324947,0.31492600000000004,0.22214699999999998,0.22214699999999998
1295,dries,_dries____,_drAz_____,40.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.14389100000000002,0.143772,0.123805,0.0,0.05
1296,drift,_dri_ft___,_drIft____,305.0,3.5,0.0,0.0,0.0,0.0,0.0,0.223181,0.215047,0.21484299999999998,0.21470300000000003,0.185911,0.20569099999999998,0.196226,0.185899,0.185899
1297,drifts,_dri_fts__,_drIfts___,32.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.14389100000000002,0.12383800000000002,0.123805,0.0,0.05
1298,drill,_dri_ll___,_drIl_____,295.0,6.0,0.0,0.0,0.0,0.0,0.24387899999999998,0.243222,0.242862,0.23645100000000002,0.236296,0.21438200000000002,0.20569099999999998,0.20563499999999998,0.214369,0.214369
1299,drilled,_dri_lled_,_drIld____,181.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.18631099999999998,0.18618900000000002,0.185911,0.160058,0.173782,0.0619664,0.0619664
1300,drills,_dri_lls__,_drIlz____,69.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14389100000000002,0.12383800000000002,0.123805,0.0619664,0.0619664
1301,drink,_dri_nk___,_drInk____,1297.0,5.7,0.0,0.44895,0.417128,0.408209,0.39119,0.373528,0.372975,0.37262199999999995,0.36659899999999995,0.354962,0.352966,0.337952,0.291269,0.291269
1302,drinks,_dri_nks__,_drInks___,623.0,4.194245614035086,0.0,0.0,0.0,0.0,0.22378299999999998,0.21536599999999997,0.215047,0.24263200000000001,0.222493,0.222162,0.221977,0.229066,0.205848,0.205848
1303,drip,_dri_p____,_drIp_____,34.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0982145,0.0982145
1304,dripped,_dri_pped_,_drIpt____,5.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
1305,drips,_dri_ps___,_drIps____,11.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1306,drive,_dri_ve___,_drAv_____,3685.0,5.3,0.0,0.43478500000000003,0.41898900000000006,0.40922600000000003,0.408192,0.403145,0.402547,0.40513699999999997,0.400892,0.39719299999999996,0.395806,0.389081,0.37039099999999997,0.37039099999999997
1307,drives,_dri_ves__,_drAvz____,863.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.21536599999999997,0.215047,0.21484299999999998,0.20616900000000002,0.222162,0.221977,0.22191799999999998,0.267814,0.267814
1308,drone,_dro_ne___,_dron_____,31.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1309,drones,_dro_nes__,_dronz____,45.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1310,drool,_drool____,_drul_____,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1311,droop,_droop____,_drup_____,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
1312,drooped,_drooped__,_drupt____,2.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1313,droops,_droops___,_drups____,3.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1314,drop,_dro_p____,_drap_____,9127.0,4.3,0.0,0.0,0.0,0.37533299999999997,0.386386,0.378973,0.377083,0.37262199999999995,0.373766,0.36455,0.367225,0.356241,0.315252,0.315252
1315,dropped,_dro_pped_,_drapt____,7642.0,4.194245614035086,0.0,0.452529,0.42692299999999994,0.41414300000000004,0.392352,0.390137,0.382283,0.375379,0.369535,0.361467,0.352966,0.337952,0.284114,0.284114
1316,drops,_dro_ps___,_draps____,675.0,4.194245614035086,0.0,0.0,0.0,0.315184,0.32759,0.319322,0.31357199999999996,0.304736,0.301501,0.280327,0.271968,0.262957,0.23592800000000003,0.23592800000000003
1317,dross,_dro_ss___,_dras_____,9.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1318,drought,_drought__,_drWt_____,1548.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.173973,0.17382899999999998,0.16001500000000002,0.14388199999999998,0.14388199999999998
1319,droughts,_droughts_,_drWts____,41.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1320,drove,_dro_ve___,_drov_____,803.0,4.4,0.0,0.428634,0.40615300000000004,0.39737,0.383884,0.376292,0.367187,0.365333,0.357165,0.336268,0.3176,0.287465,0.205848,0.205848
1321,drown,_drown____,_drWn_____,34.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.16053599999999998,0.16043,0.14389100000000002,0.12383800000000002,0.09811289999999999,0.0,0.05
1322,drowned,_drowned__,_drWnd____,76.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.206806,0.19705,0.18631099999999998,0.174233,0.173973,0.160058,0.143733,0.0,0.05
1323,drowns,_drowns___,_drWnz____,6.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1324,drug,_dru_g____,_dr^g_____,12955.0,5.6,0.0,0.0,0.0,0.0,0.23766500000000002,0.23037,0.254087,0.263812,0.2726,0.280327,0.30080100000000004,0.322477,0.387162,0.387162
1325,drugs,_dru_gs___,_dr^gz____,4039.0,4.194245614035086,0.0,0.0,0.0,0.0,0.26029800000000003,0.259598,0.281196,0.291914,0.28821199999999997,0.297914,0.315011,0.322477,0.389484,0.389484
1326,drum,_dru_m____,_dr^m_____,209.0,6.4,0.0,0.0,0.0,0.0,0.26029800000000003,0.25446399999999997,0.268662,0.253846,0.248252,0.258412,0.24191100000000001,0.241846,0.12393299999999999,0.12393299999999999
1327,drums,_dru_ms___,_dr^mz____,127.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.21536599999999997,0.215047,0.21484299999999998,0.20616900000000002,0.21438200000000002,0.20569099999999998,0.173782,0.0982145,0.0982145
1328,drunk,_dru_nk___,_dr^nk____,200.0,5.0,0.0,0.0,0.0,0.0,0.0,0.223181,0.215047,0.21484299999999998,0.21470300000000003,0.20586100000000002,0.20569099999999998,0.196226,0.14388199999999998,0.14388199999999998
1329,dry,_dry______,_drA______,1240.0,3.8,0.0,0.45392200000000005,0.46882299999999993,0.479074,0.470129,0.47125900000000004,0.467683,0.463258,0.45878900000000006,0.450326,0.44207399999999997,0.42680500000000005,0.35661,0.35661
1330,dub,__du_b____,__d^b_____,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1331,dubbed,__du_bbed_,__d^bd____,405.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0982145,0.0982145
1332,dubs,__du_bs___,__d^bz____,26.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1333,duck,__du_ck___,__d^k_____,390.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.174347,0.174233,0.160191,0.12383800000000002,0.123805,0.0982145,0.0982145
1334,ducked,__du_cked_,__d^kt____,33.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.0,0.0,0.05
1335,ducks,__du_cks__,__d^ks____,156.0,4.194245614035086,0.0,0.0,0.0,0.0,0.24387899999999998,0.24901900000000002,0.236675,0.21484299999999998,0.21470300000000003,0.185911,0.185757,0.196226,0.0619664,0.0619664
1336,duct,__du_ct___,__d^kt____,11.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619664,0.0619664
1337,ducts,__du_cts__,__d^kts___,21.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12383800000000002,0.09811289999999999,0.12393299999999999,0.12393299999999999
1338,dud,__du_d____,__d^d_____,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1339,dude,__du_de___,__dud_____,31.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1340,dudes,__du_des__,__dudz____,8.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1341,duds,__du_ds___,__d^dz____,21.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1342,due,__due_____,__du______,11916.0,2.1,0.0,0.0,0.0,0.0,0.300088,0.31671900000000003,0.33082399999999995,0.341064,0.348466,0.366052,0.378234,0.398833,0.43786,0.43786
1343,duel,__duel____,__dul_____,49.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1344,duels,__duels___,__dulz____,13.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1345,dues,__dues____,__duz_____,208.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14388199999999998,0.14388199999999998
1346,duff,__du_ff___,__d^f_____,125.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1347,dug,__du_g____,__d^g_____,150.0,4.7,0.0,0.0,0.0,0.34618899999999997,0.344796,0.329041,0.318849,0.31051799999999996,0.29835900000000004,0.272194,0.26761,0.24760900000000002,0.14388199999999998,0.14388199999999998
1348,duke,__du_ke___,__duk_____,477.0,4.6,0.0,0.0,0.0,0.0,0.23766500000000002,0.24901900000000002,0.236675,0.24263200000000001,0.248252,0.23594299999999999,0.24191100000000001,0.22191799999999998,0.14388199999999998,0.14388199999999998
1349,dukes,__du_kes__,__duks____,34.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.0,0.05
1350,dull,__du_ll___,__d^l_____,414.0,3.0,0.0,0.0,0.0,0.0,0.30630100000000005,0.32185199999999997,0.318849,0.32352600000000004,0.323314,0.317864,0.306759,0.303748,0.229303,0.229303
1351,dumb,__du_mb___,__d^m_____,224.0,3.5,0.0,0.0,0.0,0.0,0.22378299999999998,0.0,0.19705,0.174347,0.174233,0.160191,0.143772,0.123805,0.0,0.05
1352,dump,__du_mp___,__d^mp____,446.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.196864,0.18618900000000002,0.196442,0.17382899999999998,0.16001500000000002,0.0,0.05
1353,dumped,__du_mped_,__d^mpt___,401.0,4.194245614035086,0.0,0.0,0.0,0.0,0.23766500000000002,0.21536599999999997,0.215047,0.206304,0.20616900000000002,0.196442,0.196279,0.18570699999999998,0.0982145,0.0982145
1354,dumps,__du_mps__,__d^mps___,106.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0619664,0.0619664
1355,dun,__du_n____,__d^n_____,476.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1356,dunce,__du_nce__,__d^ns____,5.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1357,dune,__du_ne___,__dun_____,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1358,dunes,__du_nes__,__dunz____,81.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.0,0.05
1359,dung,__du_ng___,__d^ng____,20.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.0981393,0.0,0.0,0.05
1360,dungs,__du_ngs__,__d^ngz___,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1361,dunk,__du_nk___,__d^nk____,53.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1362,dunked,__du_nked_,__d^nkt___,15.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1363,dunks,__du_nks__,__d^nks___,8.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1364,duns,__du_ns___,__d^nz____,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1365,dupe,__du_pe___,__dup_____,6.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1366,duped,__du_ped__,__dupt____,38.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1367,dupes,__du_pes__,__dups____,5.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1368,dusk,__du_sk___,__d^sk____,70.0,5.2,0.0,0.0,0.0,0.0,0.22378299999999998,0.23037,0.22285,0.21484299999999998,0.21470300000000003,0.20586100000000002,0.196279,0.20563499999999998,0.0982145,0.0982145
1369,dusks,__du_sks__,__d^sks___,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1370,dust,__du_st___,__d^st____,476.0,5.2,0.0,0.0,0.383389,0.37822100000000003,0.386386,0.387773,0.400509,0.40013000000000004,0.398833,0.39823800000000004,0.395806,0.378132,0.284114,0.284114
1371,dusts,__du_sts__,__d^sts___,9.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1372,dutch,__du_tch__,__d^tC____,1866.0,4.194245614035086,0.0,0.0,0.0,0.0,0.296813,0.308422,0.30198400000000003,0.31854699999999997,0.318339,0.329802,0.324947,0.324859,0.294643,0.294643
1373,dwarf,_dwa_rf___,_dworf____,88.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.16053599999999998,0.16043,0.173973,0.160058,0.123805,0.0619664,0.0619664
1374,dwarfed,_dwa_rfed_,_dworft___,82.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1375,dwell,_dwe_ll___,_dwEl_____,78.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.14389100000000002,0.143772,0.123805,0.14388199999999998,0.14388199999999998
1376,dwells,_dwe_lls__,_dwElz____,19.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1377,dwelt,_dwe_lt___,_dwElt____,14.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.14389100000000002,0.12383800000000002,0.0619023,0.0,0.05
1378,dye,__dye_____,__dA______,90.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.12394100000000001,0.143772,0.196226,0.160181,0.160181
1379,dyke,__dy_ke___,__dAk_____,31.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1380,dykes,__dy_kes__,__dAks____,11.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1381,each,___each___,___iC_____,24211.0,2.3,0.0,0.612542,0.6257550000000001,0.6277550000000001,0.637073,0.641601,0.642404,0.643718,0.644845,0.6464439999999999,0.647574,0.649594,0.639822,0.639822
1382,ear,___ear____,___ir_____,290.0,6.8,0.0,0.0,0.388677,0.37822100000000003,0.359236,0.35659,0.347175,0.350504,0.352048,0.325216,0.315011,0.30072,0.258395,0.258395
1383,earl,___earl___,___^rl____,294.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.206304,0.18618900000000002,0.185911,0.17382899999999998,0.173782,0.14388199999999998,0.14388199999999998
1384,earls,___earls__,___^rlz___,14.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
1385,earn,___earn___,___^rn____,1934.0,3.0,0.0,0.0,0.0,0.312297,0.296813,0.305477,0.30502399999999996,0.307674,0.318339,0.317864,0.315011,0.317515,0.312583,0.312583
1386,earned,___earned_,___^rnd___,5107.0,4.194245614035086,0.0,0.0,0.0,0.0,0.255151,0.273443,0.27720900000000004,0.272779,0.268232,0.267832,0.271968,0.280019,0.29789499999999997,0.29789499999999997
1387,earns,___earns__,___^rnz___,300.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.12383800000000002,0.123805,0.0619664,0.0619664
1388,ears,___ears___,___irz____,247.0,4.194245614035086,0.0,0.441349,0.434221,0.431518,0.415624,0.404149,0.395201,0.386832,0.38167199999999996,0.373209,0.364248,0.347564,0.242096,0.242096
1389,earth,___earth__,___^rT____,957.0,6.5,0.0,0.522881,0.5338729999999999,0.548884,0.551373,0.551063,0.546682,0.544741,0.543147,0.531313,0.528976,0.520034,0.461213,0.461213
1390,ease,___ease___,___iz_____,1974.0,2.6,0.0,0.0,0.0,0.0,0.249691,0.259598,0.268662,0.272779,0.280746,0.280327,0.287543,0.287465,0.312583,0.312583
